,Tag No.,report_date,Miles,Tagged_State,Tagged_Date,Reported_State,Reported_Country,Reported_Date
354,AGA968,"01-06-02 El Rosario, MICH, MX",1768.0,MN,08-17-01,MICH,MX,01-06-02
355,AGB344,"01-06-02 El Rosario, MICH, MX",1768.0,MN,08-17-01,MICH,MX,01-06-02
356,AGB822,"11-11-01 El Rosario, MICH, MX",1768.0,MN,08-17-01,MICH,MX,11-11-01
357,AGA419,"02-11-02 El Rosario, MICH, MX",1768.0,MN,08-14-01,MICH,MX,02-11-02
358,ADD366,"03-13-02 El Rosario, MICH, MX",1768.0,MN,08-13-01,MICH,MX,03-13-02
359,AGA240,"03-12-02 El Rosario, MICH, MX",1768.0,MN,08-13-01,MICH,MX,03-12-02
360,ADD526,"03-12-02 El Rosario, MICH, MX",1768.0,MN,08-13-01,MICH,MX,03-12-02
361,ADD356,"03-01-02 El Rosario, MICH, MX",1768.0,MN,08-13-01,MICH,MX,03-01-02
362,AGA022,"03-01-02 El Rosario, MICH, MX",1768.0,MN,08-13-01,MICH,MX,03-01-02
363,AGA301,"02-21-02 El Rosario, MICH, MX",1768.0,MN,08-13-01,MICH,MX,02-21-02
364,ADD666,"01-06-02 El Rosario, MICH, MX",1768.0,MN,08-13-01,MICH,MX,01-06-02
365,ADD173,"03-01-02 El Rosario, MICH, MX",1768.0,MN,08-12-01,MICH,MX,03-01-02
366,AGI363,"01-22-02 El Rosario, MICH, MX",1768.0,WI,09-08-01,MICH,MX,01-22-02
367,ADD333,"02-26-02 Sierra Chincua, MICH, MX",1763.0,MN,08-13-01,MICH,MX,02-26-02
368,ADD093,"02-20-02 Sierra Chincua, MICH, MX",1763.0,MN,08-12-01,MICH,MX,02-20-02
369,AGC550,"02-20-02 Sierra Chincua, MICH, MX",1763.0,MN,09-03-01,MICH,MX,02-20-02
370,AGC167,"03-06-02 Sierra Chincua, MICH, MX",1763.0,MN,08-28-01,MICH,MX,03-06-02
371,AGB722,"03-08-02 Sierra Chincua, MICH, MX",1763.0,MN,08-19-01,MICH,MX,03-08-02
372,AGD609,"02-27-02 Sierra Chincua, MICH, MX",1763.0,MN,08-19-01,MICH,MX,02-27-02
373,AGD636,"02-26-02 Sierra Chincua, MICH, MX",1763.0,MN,08-19-01,MICH,MX,02-26-02
374,AGA825,"03-08-02 Sierra Chincua, MICH, MX",1763.0,MN,08-17-01,MICH,MX,03-08-02
375,AGA679,"03-06-02 Sierra Chincua, MICH, MX",1763.0,MN,08-17-01,MICH,MX,03-06-02
376,AGA863,"02-27-02 Sierra Chincua, MICH, MX",1763.0,MN,08-17-01,MICH,MX,02-27-02
377,AGB270,"02-26-02 Sierra Chincua, MICH, MX",1763.0,MN,08-17-01,MICH,MX,02-26-02
378,AGB329,"02-26-02 Sierra Chincua, MICH, MX",1763.0,MN,08-17-01,MICH,MX,02-26-02
379,AGA794,"02-27-02 Sierra Chincua, MICH, MX",1763.0,MN,08-14-01,MICH,MX,02-27-02
380,AGA193,"03-19-02 Sierra Chincua, MICH, MX",1763.0,MN,08-13-01,MICH,MX,03-19-02
381,ADD550,"03-06-02 Sierra Chincua, MICH, MX",1763.0,MN,08-13-01,MICH,MX,03-06-02
382,ACX087,"02-13-02 El Rosario, MICH, MX",1758.0,WI,08-28-01,MICH,MX,02-13-02
383,AHG773,"03-03-02 Cerro Pelon, MICH, MX",1756.0,MN,08-23-01,MICH,MX,03-03-02
384,ADM984,"03-03-02 Cerro Pelon, MICH, MX",1756.0,MN,08-27-01,MICH,MX,03-03-02
385,AFX287,"03-03-02 Cerro Pelon, MICH, MX",1750.0,IN,08-28-01,MICH,MX,03-03-02
386,ABJ983,"03-12-02 El Rosario, MICH, MX",1749.0,OH,09-03-01,MICH,MX,03-12-02
387,ABU958,"03-08-02 El Rosario, MICH, MX",1749.0,OH,09-15-01,MICH,MX,03-08-02
388,ACN525,"03-04-02 El Rosario, MICH, MX",1747.0,WI,08-26-01,MICH,MX,03-04-02
389,AGI427,"03-04-02 El Rosario, MICH, MX",1745.0,WI,08-26-01,MICH,MX,03-04-02
390,ABW011,"03-01-02 Sierra Chincua, MICH, MX",1745.0,OH,09-13-01,MICH,MX,03-01-02
391,ACE609,"02-21-02 El Rosario, MICH, MX",1743.0,MI,09-12-01,MICH,MX,02-21-02
392,ACE601,"03-01-02 El Rosario, MICH, MX",1743.0,MI,09-01-01,MICH,MX,03-01-02
393,AGK387,"02-26-02 El Rosario, MICH, MX",1742.0,MN,08-31-01,MICH,MX,02-26-02
394,AIK442,"01-21-02 El Rosario, MICH, MX",1741.0,MN,09-07-01,MICH,MX,01-21-02
395,ACY864,"01-06-02 El Rosario, MICH, MX",1741.0,MN,08-22-01,MICH,MX,01-06-02
396,YL572,"02-21-02 El Rosario, MICH, MX",1741.0,MN,09-09-01,MICH,MX,02-21-02
397,YL532,"03-09-02 El Rosario, MICH, MX",1741.0,MN,09-05-01,MICH,MX,03-09-02
398,YL476,"03-04-02 El Rosario, MICH, MX",1741.0,MN,09-05-01,MICH,MX,03-04-02
399,YL104,"03-13-02 El Rosario, MICH, MX",1741.0,MN,09-01-01,MICH,MX,03-13-02
400,YL179,"03-13-02 El Rosario, MICH, MX",1741.0,MN,09-01-01,MICH,MX,03-13-02
401,YL209,"03-04-02 El Rosario, MICH, MX",1741.0,MN,09-01-01,MICH,MX,03-04-02
402,ACY545,"03-07-02 El Rosario, MICH, MX",1741.0,MN,08-27-01,MICH,MX,03-07-02
403,ACY524,"03-04-02 El Rosario, MICH, MX",1741.0,MN,08-27-01,MICH,MX,03-04-02
404,ACY792,"03-13-02 El Rosario, MICH, MX",1741.0,MN,08-22-01,MICH,MX,03-13-02
405,ACY737,"03-08-02 El Rosario, MICH, MX",1741.0,MN,08-22-01,MICH,MX,03-08-02
406,ACY932,"02-21-02 El Rosario, MICH, MX",1741.0,MN,08-22-01,MICH,MX,02-21-02
407,ACY470,"03-13-02 El Rosario, MICH, MX",1741.0,MN,08-17-01,MICH,MX,03-13-02
408,ACY124,"03-12-02 El Rosario, MICH, MX",1741.0,MN,08-16-01,MICH,MX,03-12-02
409,ACY368,"03-04-02 El Rosario, MICH, MX",1741.0,MN,08-16-01,MICH,MX,03-04-02
410,YL299,"02-27-02 El Rosario, MICH, MX",1741.0,MN,09-04-01,MICH,MX,02-27-02
411,YL266,"02-13-02 El Rosario, MICH, MX",1741.0,MN,09-04-01,MICH,MX,02-13-02
412,AHG830,"03-13-02 El Rosario, MICH, MX",1741.0,MN,08-23-01,MICH,MX,03-13-02
413,AHG923,"03-12-02 El Rosario, MICH, MX",1741.0,MN,08-23-01,MICH,MX,03-12-02
414,ACY938,"02-26-02 El Rosario, MICH, MX",1741.0,MN,09-22-01,MICH,MX,02-26-02
415,YL556,"01-21-02 El Rosario, MICH, MX",1741.0,MN,09-09-01,MICH,MX,01-21-02
416,YL376,"03-01-02 El Rosario, MICH, MX",1741.0,MN,09-05-01,MICH,MX,03-01-02
417,YL373,"02-28-02 El Rosario, MICH, MX",1741.0,MN,09-05-01,MICH,MX,02-28-02
418,YL256,"02-26-02 El Rosario, MICH, MX",1741.0,MN,09-04-01,MICH,MX,02-26-02
419,YL260,"02-26-02 El Rosario, MICH, MX",1741.0,MN,09-04-01,MICH,MX,02-26-02
420,YL141,"02-28-02 El Rosario, MICH, MX",1741.0,MN,09-01-01,MICH,MX,02-28-02
421,YL152,"02-21-02 El Rosario, MICH, MX",1741.0,MN,09-01-01,MICH,MX,02-21-02
422,ACY590,"02-28-02 El Rosario, MICH, MX",1741.0,MN,08-28-01,MICH,MX,02-28-02
423,ACY569,"02-26-02 El Rosario, MICH, MX",1741.0,MN,08-27-01,MICH,MX,02-26-02
424,ACY643,"02-27-02 El Rosario, MICH, MX",1741.0,MN,08-23-01,MICH,MX,02-27-02
425,ACY967,"01-21-02 El Rosario, MICH, MX",1741.0,MN,08-23-01,MICH,MX,01-21-02
426,ACY647,"01-21-02 El Rosario, MICH, MX",1741.0,MN,08-23-01,MICH,MX,01-21-02
427,ACY780,"02-26-02 El Rosario, MICH, MX",1741.0,MN,08-22-01,MICH,MX,02-26-02
428,ACY921,"02-21-02 El Rosario, MICH, MX",1741.0,MN,08-22-01,MICH,MX,02-21-02
429,ACY767,"02-13-02 El Rosario, MICH, MX",1741.0,MN,08-22-01,MICH,MX,02-13-02
430,ACY793,"01-21-02 El Rosario, MICH, MX",1741.0,MN,08-22-01,MICH,MX,01-21-02
431,ACY697,"02-27-02 El Rosario, MICH, MX",1741.0,MN,08-20-01,MICH,MX,02-27-02
432,ACY174,"02-28-02 El Rosario, MICH, MX",1741.0,MN,08-16-01,MICH,MX,02-28-02
433,ACY178,"02-26-02 El Rosario, MICH, MX",1741.0,MN,08-16-01,MICH,MX,02-26-02
434,ACY396,"02-18-02 El Rosario, MICH, MX",1741.0,MN,08-16-01,MICH,MX,02-18-02
435,ACY343,"01-24-02 El Rosario, MICH, MX",1741.0,MN,08-16-01,MICH,MX,01-24-02
436,ACY415,"01-21-02 El Rosario, MICH, MX",1741.0,MN,08-16-01,MICH,MX,01-21-02
437,ADM963,"02-26-02 El Rosario, MICH, MX",1741.0,MN,08-27-01,MICH,MX,02-26-02
438,ADM995,"02-13-02 El Rosario, MICH, MX",1741.0,MN,08-27-01,MICH,MX,02-13-02
439,ADN358,"03-13-02 El Rosario, MICH, MX",1741.0,MN,08-25-01,MICH,MX,03-13-02
440,ADN329,"03-01-02 El Rosario, MICH, MX",1741.0,MN,08-25-01,MICH,MX,03-01-02
441,AIS760,"02-26-02 El Rosario, MICH, MX",1740.0,MN,09-09-01,MICH,MX,02-26-02
442,AGI726,"03-04-02 El Rosario, MICH, MX",1737.0,WI,09-15-01,MICH,MX,03-04-02
443,AGI735,"02-26-02 El Rosario, MICH, MX",1737.0,WI,09-15-01,MICH,MX,02-26-02
444,AGI682,"02-13-02 El Rosario, MICH, MX",1737.0,WI,09-15-01,MICH,MX,02-13-02
445,ACZ711,"02-28-02 El Rosario, MICH, MX",1737.0,WI,09-08-01,MICH,MX,02-28-02
446,ACZ647,"02-28-02 El Rosario, MICH, MX",1737.0,WI,08-19-01,MICH,MX,02-28-02
447,AIK418,"03-08-02 Sierra Chincua, MICH, MX",1736.0,MN,09-07-01,MICH,MX,03-08-02
448,AIK440,"02-20-02 Sierra Chincua, MICH, MX",1736.0,MN,09-07-01,MICH,MX,02-20-02
449,AFX271,"03-09-02 El Rosario, MICH, MX",1736.0,IN,08-29-01,MICH,MX,03-09-02
450,AFX262,"03-01-02 El Rosario, MICH, MX",1736.0,IN,08-28-01,MICH,MX,03-01-02
451,AFX280,"02-26-02 El Rosario, MICH, MX",1736.0,IN,08-28-01,MICH,MX,02-26-02
452,AFX226,"02-11-02 El Rosario, MICH, MX",1736.0,IN,08-28-01,MICH,MX,02-11-02
453,AFX185,"03-12-02 El Rosario, MICH, MX",1736.0,IN,08-27-01,MICH,MX,03-12-02
454,AFX135,"03-13-02 El Rosario, MICH, MX",1736.0,IN,08-26-01,MICH,MX,03-13-02
455,AFX120,"01-21-02 El Rosario, MICH, MX",1736.0,IN,08-26-01,MICH,MX,01-21-02
456,AFX050,"03-09-02 El Rosario, MICH, MX",1736.0,IN,08-25-01,MICH,MX,03-09-02
457,830ZM,"03-09-02 El Rosario, MICH, MX",1736.0,IN,08-16-01,MICH,MX,03-09-02
458,AIM833,"02-11-02 El Rosario, MICH, MX",1736.0,VA,09-12-01,MICH,MX,02-11-02
459,YL697,"03-04-02 Sierra Chincua, MICH, MX",1736.0,MN,09-09-01,MICH,MX,03-04-02
460,YL689,"03-01-02 Sierra Chincua, MICH, MX",1736.0,MN,09-09-01,MICH,MX,03-01-02
461,YL447,"03-06-02 Sierra Chincua, MICH, MX",1736.0,MN,09-05-01,MICH,MX,03-06-02
462,YL316,"03-04-02 Sierra Chincua, MICH, MX",1736.0,MN,09-04-01,MICH,MX,03-04-02
463,YL100,"03-06-02 Sierra Chincua, MICH, MX",1736.0,MN,09-01-01,MICH,MX,03-06-02
464,ACY781,"03-04-02 Sierra Chincua, MICH, MX",1736.0,MN,08-22-01,MICH,MX,03-04-02
465,ACY455,"03-08-02 Sierra Chincua, MICH, MX",1736.0,MN,08-17-01,MICH,MX,03-08-02
466,ACY427,"03-06-02 Sierra Chincua, MICH, MX",1736.0,MN,08-16-01,MICH,MX,03-06-02
467,AIS777,"03-19-02 Sierra Chincua, MICH, MX",1736.0,MN,09-09-01,MICH,MX,03-19-02
468,YL643,"02-20-02 Sierra Chincua, MICH, MX",1736.0,MN,09-09-01,MICH,MX,02-20-02
469,YL326,"01-30-02 Sierra Chincua, MICH, MX",1736.0,MN,09-04-01,MICH,MX,01-30-02
470,YL218,"02-27-02 Sierra Chincua, MICH, MX",1736.0,MN,09-01-01,MICH,MX,02-27-02
471,ACY533,"02-26-02 Sierra Chincua, MICH, MX",1736.0,MN,08-27-01,MICH,MX,02-26-02
472,ADN938,"02-21-02 El Rosario, MICH, MX",1735.0,MN,09-03-01,MICH,MX,02-21-02
473,ADN791,"03-12-02 El Rosario, MICH, MX",1735.0,MN,09-02-01,MICH,MX,03-12-02
474,ADN876,"03-09-02 El Rosario, MICH, MX",1735.0,MN,09-02-01,MICH,MX,03-09-02
475,ADN847,"02-27-02 El Rosario, MICH, MX",1735.0,MN,09-02-01,MICH,MX,02-27-02
476,ADN889,"02-26-02 El Rosario, MICH, MX",1735.0,MN,09-02-01,MICH,MX,02-26-02
477,ADN652,"03-09-02 El Rosario, MICH, MX",1735.0,MN,08-27-01,MICH,MX,03-09-02
478,ADN676,"02-20-02 El Rosario, MICH, MX",1735.0,MN,08-27-01,MICH,MX,02-20-02
479,ADN568,"02-26-02 El Rosario, MICH, MX",1735.0,MN,08-26-01,MICH,MX,02-26-02
480,ADN636,"02-21-02 El Rosario, MICH, MX",1735.0,MN,08-26-01,MICH,MX,02-21-02
481,ADN563,"01-21-02 El Rosario, MICH, MX",1735.0,MN,08-26-01,MICH,MX,01-21-02
482,ADN603,"01-21-02 El Rosario, MICH, MX",1735.0,MN,08-26-01,MICH,MX,01-21-02
483,ADO093,"03-01-02 El Rosario, MICH, MX",1735.0,MN,08-26-01,MICH,MX,03-01-02
484,AGI769,"01-30-02 Sierra Chincua, MICH, MX",1733.0,WI,09-15-01,MICH,MX,01-30-02
485,ACZ326,"01-11-02 El Rosario, MICH, MX",1733.0,WI,08-29-01,MICH,MX,01-11-02
486,ACZ293,"03-12-02 El Rosario, MICH, MX",1733.0,WI,08-29-01,MICH,MX,03-12-02
487,AFX184,"03-06-02 Sierra Chincua, MICH, MX",1732.0,IN,08-27-01,MICH,MX,03-06-02
488,AFX058,"03-01-02 Sierra Chincua, MICH, MX",1732.0,IN,08-25-01,MICH,MX,03-01-02
489,AHE057,"03-01-02 El Rosario, MICH, MX",1731.0,IN,08-23-01,MICH,MX,03-01-02
490,ADN999,"02-27-02 Sierra Chincua, MICH, MX",1731.0,MN,09-03-01,MICH,MX,02-27-02
491,ADN807,"03-04-02 Sierra Chincua, MICH, MX",1731.0,MN,09-02-01,MICH,MX,03-04-02
492,ADN960,"03-08-02 El Rosario, MICH, MX",1730.0,MN,09-03-01,MICH,MX,03-08-02
493,ADN561,"03-01-02 El Rosario, MICH, MX",1730.0,MN,08-25-01,MICH,MX,03-01-02
494,ADO056,"03-08-02 El Rosario, MICH, MX",1730.0,MN,08-25-01,MICH,MX,03-08-02
495,ABL379,"02-20-02 Sierra Chincua, MICH, MX",1729.0,WV,09-06-01,MICH,MX,02-20-02
496,ACQ798,"03-03-02 Cerro Pelon, MICH, MX",1729.0,IA,09-11-01,MICH,MX,03-03-02
497,AHE050,"02-26-02 Sierra Chincua, MICH, MX",1727.0,IN,08-22-01,MICH,MX,02-26-02
498,671JJ,"03-03-02 Cerro Pelon, MICH, MX",1727.0,IL,09-19-99,MICH,MX,03-03-02
499,ADO065,"02-26-02 Sierra Chincua, MICH, MX",1726.0,MN,08-26-01,MICH,MX,02-26-02
500,ADM748,"03-03-02 Cerro Pelon, MICH, MX",1721.0,MN,08-26-01,MICH,MX,03-03-02
501,ABL685,"02-26-02 El Rosario, MICH, MX",1720.0,NC,09-27-01,MICH,MX,02-26-02
502,AHA255,"02-21-02 El Rosario, MICH, MX",1718.0,WY,09-19-01,MICH,MX,02-21-02
503,ACQ785,"01-11-02 El Rosario, MICH, MX",1714.0,IA,09-10-01,MICH,MX,01-11-02
504,AHA260,"03-01-02 Sierra Chincua, MICH, MX",1714.0,WY,09-21-01,MICH,MX,03-01-02
505,ACR767,"03-03-02 Cerro Pelon, MICH, MX",1711.0,IA,08-21-01,MICH,MX,03-03-02
506,ACR598,"03-03-02 Cerro Pelon, MICH, MX",1711.0,IA,08-20-01,MICH,MX,03-03-02
507,ACX352,"01-06-02 El Rosario, MICH, MX",1709.0,WI,08-31-01,MICH,MX,01-06-02
508,ACA887,"01-20-02 El Rosario, MICH, MX",1708.0,OH,09-08-01,MICH,MX,01-20-02
509,AEA067,"02-26-02 El Rosario, MICH, MX",1707.0,IL,08-24-01,MICH,MX,02-26-02
510,ADZ906,"01-11-02 El Rosario, MICH, MX",1707.0,IL,08-24-01,MICH,MX,01-11-02
511,ADM551,"02-20-02 Sierra Chincua, MICH, MX",1707.0,MN,08-29-01,MICH,MX,02-20-02
512,ADM791,"03-13-02 El Rosario, MICH, MX",1706.0,MN,08-26-01,MICH,MX,03-13-02
513,ADM726,"01-11-02 El Rosario, MICH, MX",1706.0,MN,08-26-01,MICH,MX,01-11-02
514,ADM674,"02-13-02 El Rosario, MICH, MX",1706.0,MN,08-24-01,MICH,MX,02-13-02
515,ADM600,"02-26-02 El Rosario, MICH, MX",1706.0,MN,08-23-01,MICH,MX,02-26-02
516,AGH255,"01-18-02 El Rosario, MICH, MX",1705.0,IA,09-10-01,MICH,MX,01-18-02
517,AGH243,"03-01-02 El Rosario, MICH, MX",1705.0,IA,09-04-01,MICH,MX,03-01-02
518,AGH246,"02-18-02 El Rosario, MICH, MX",1705.0,IA,09-04-01,MICH,MX,02-18-02
519,AGH219,"02-13-02 El Rosario, MICH, MX",1705.0,IA,09-03-01,MICH,MX,02-13-02
520,AGH122,"02-27-02 El Rosario, MICH, MX",1705.0,IA,08-27-01,MICH,MX,02-27-02
521,AGH070,"03-09-02 El Rosario, MICH, MX",1705.0,IA,08-26-01,MICH,MX,03-09-02
522,AGH097,"03-06-02 El Rosario, MICH, MX",1705.0,IA,08-26-01,MICH,MX,03-06-02
523,AGH058,"02-28-02 El Rosario, MICH, MX",1705.0,IA,08-26-01,MICH,MX,02-28-02
524,AGH051,"02-27-02 El Rosario, MICH, MX",1705.0,IA,08-26-01,MICH,MX,02-27-02
525,AGH084,"02-26-02 El Rosario, MICH, MX",1705.0,IA,08-26-01,MICH,MX,02-26-02
526,AGH079,"01-20-02 El Rosario, MICH, MX",1705.0,IA,08-26-01,MICH,MX,01-20-02
527,AGH012,"02-28-02 El Rosario, MICH, MX",1705.0,IA,08-22-01,MICH,MX,02-28-02
528,QZ579,"01-22-02 El Rosario, MICH, MX",1704.0,IA,08-24-97,MICH,MX,01-22-02
529,228RW,"01-30-02 Sierra Chincua, MICH, MX",1704.0,IA,09-18-01,MICH,MX,01-30-02
530,AGH060,"03-01-02 Sierra Chincua, MICH, MX",1701.0,IA,08-26-01,MICH,MX,03-01-02
531,ACR943,"03-01-02 El Rosario, MICH, MX",1696.0,IA,08-21-01,MICH,MX,03-01-02
532,ACR523,"03-07-02 El Rosario, MICH, MX",1696.0,IA,08-20-01,MICH,MX,03-07-02
533,ACR466,"03-04-02 El Rosario, MICH, MX",1696.0,IA,08-20-01,MICH,MX,03-04-02
534,ACR463,"03-04-02 El Rosario, MICH, MX",1696.0,IA,08-20-01,MICH,MX,03-04-02
535,ACR640,"02-28-02 El Rosario, MICH, MX",1696.0,IA,08-20-01,MICH,MX,02-28-02
536,ACR635,"02-26-02 El Rosario, MICH, MX",1696.0,IA,08-20-01,MICH,MX,02-26-02
537,ACR566,"02-18-02 El Rosario, MICH, MX",1696.0,IA,08-20-01,MICH,MX,02-18-02
538,ACR454,"02-11-02 El Rosario, MICH, MX",1696.0,IA,08-20-01,MICH,MX,02-11-02
539,ACR526,"01-21-02 El Rosario, MICH, MX",1696.0,IA,08-20-01,MICH,MX,01-21-02
540,ACR175,"03-13-02 El Rosario, MICH, MX",1696.0,IA,08-19-01,MICH,MX,03-13-02
541,ACR055,"03-12-02 El Rosario, MICH, MX",1696.0,IA,08-19-01,MICH,MX,03-12-02
542,ACR036,"03-08-02 El Rosario, MICH, MX",1696.0,IA,08-19-01,MICH,MX,03-08-02
543,ACR259,"02-18-02 El Rosario, MICH, MX",1696.0,IA,08-19-01,MICH,MX,02-18-02
544,ACR222,"02-13-02 El Rosario, MICH, MX",1696.0,IA,08-19-01,MICH,MX,02-13-02
545,ACR233,"01-18-02 El Rosario, MICH, MX",1696.0,IA,08-19-01,MICH,MX,01-18-02
546,ACR356,"01-11-02 El Rosario, MICH, MX",1696.0,IA,08-19-01,MICH,MX,01-11-02
547,ACR076,"01-11-02 El Rosario, MICH, MX",1696.0,IA,08-19-01,MICH,MX,01-11-02
548,AGP008,"02-11-02 El Rosario, MICH, MX",1696.0,IL,08-26-01,MICH,MX,02-11-02
549,AEB381,"03-09-02 El Rosario, MICH, MX",1694.0,IL,09-10-01,MICH,MX,03-09-02
550,AEB354,"02-13-02 El Rosario, MICH, MX",1694.0,IL,09-10-01,MICH,MX,02-13-02
551,ACQ511,"03-04-02 El Rosario, MICH, MX",1693.0,IA,09-05-01,MICH,MX,03-04-02
552,ACR854,"03-04-02 Sierra Chincua, MICH, MX",1691.0,IA,08-21-01,MICH,MX,03-04-02
553,ACR795,"02-25-02 Sierra Chincua, MICH, MX",1691.0,IA,08-21-01,MICH,MX,02-25-02
554,ACR417,"03-08-02 Sierra Chincua, MICH, MX",1691.0,IA,08-20-01,MICH,MX,03-08-02
555,ACR445,"02-20-02 Sierra Chincua, MICH, MX",1691.0,IA,08-20-01,MICH,MX,02-20-02
556,ACR305,"02-27-02 Sierra Chincua, MICH, MX",1691.0,IA,08-19-01,MICH,MX,02-27-02
557,ACR188,"02-26-02 Sierra Chincua, MICH, MX",1691.0,IA,08-19-01,MICH,MX,02-26-02
558,ACR144,"02-20-02 Sierra Chincua, MICH, MX",1691.0,IA,08-19-01,MICH,MX,02-20-02
559,ACA760,"02-26-02 El Rosario, MICH, MX",1688.0,OH,09-08-01,MICH,MX,02-26-02
560,AEA835,"03-04-02 El Rosario, MICH, MX",1686.0,IL,09-16-01,MICH,MX,03-04-02
561,ACK034,"03-09-02 El Rosario, MICH, MX",1686.0,IA,09-06-01,MICH,MX,03-09-02
562,ACK020,"02-26-02 El Rosario, MICH, MX",1686.0,IA,09-06-01,MICH,MX,02-26-02
563,AIC965,"03-04-02 El Rosario, MICH, MX",1683.0,NC,09-11-01,MICH,MX,03-04-02
564,AGF596,"02-27-02 Sierra Chincua, MICH, MX",1683.0,IA,08-28-01,MICH,MX,02-27-02
565,AEA856,"02-26-02 Sierra Chincua, MICH, MX",1682.0,IL,09-22-01,MICH,MX,02-26-02
566,AHH286,"02-21-02 El Rosario, MICH, MX",1681.0,IL,08-31-01,MICH,MX,02-21-02
567,ACL407,"03-03-02 Cerro Pelon, MICH, MX",1680.0,IA,08-24-01,MICH,MX,03-03-02
568,ACL529,"03-03-02 Cerro Pelon, MICH, MX",1680.0,IA,08-30-01,MICH,MX,03-03-02
569,ACM201,"03-03-02 Cerro Pelon, MICH, MX",1680.0,IA,09-02-01,MICH,MX,03-03-02
570,ACJ787,"02-18-02 El Rosario, MICH, MX",1679.0,IA,08-27-01,MICH,MX,02-18-02
571,AFU955,"02-13-02 El Rosario, MICH, MX",1678.0,OH,09-22-01,MICH,MX,02-13-02
572,AFU445,"02-20-02 El Rosario, MICH, MX",1678.0,OH,09-18-01,MICH,MX,02-20-02
573,AFU645,"03-13-02 El Rosario, MICH, MX",1678.0,OH,09-20-01,MICH,MX,03-13-02
574,AFU505,"03-09-02 El Rosario, MICH, MX",1678.0,OH,09-16-01,MICH,MX,03-09-02
575,YD023,"03-12-02 El Rosario, MICH, MX",1678.0,OH,09-15-01,MICH,MX,03-12-02
576,CT384,"03-04-02 El Rosario, MICH, MX",1678.0,OH,09-15-01,MICH,MX,03-04-02
577,YD029,"03-01-02 El Rosario, MICH, MX",1678.0,OH,09-15-01,MICH,MX,03-01-02
578,CT398,"02-11-02 El Rosario, MICH, MX",1678.0,OH,09-15-01,MICH,MX,02-11-02
579,ACA926,"03-04-02 El Rosario, MICH, MX",1678.0,OH,09-07-01,MICH,MX,03-04-02
580,ACC696,"01-20-02 El Rosario, MICH, MX",1677.0,IN,09-04-01,MICH,MX,01-20-02
581,AHW732,"03-03-02 Cerro Pelon, MICH, MX",1677.0,SD,09-01-01,MICH,MX,03-03-02
582,AHX489,"03-03-02 Cerro Pelon, MICH, MX",1677.0,SD,08-29-01,MICH,MX,03-03-02
583,AHU933,"03-03-02 Cerro Pelon, MICH, MX",1677.0,SD,09-26-01,MICH,MX,03-03-02
584,ACK575,"01-06-02 El Rosario, MICH, MX",1676.0,IA,08-31-01,MICH,MX,01-06-02
585,SD632,"01-06-02 El Rosario, MICH, MX",1674.0,MN,09-09-98,MICH,MX,01-06-02
586,AFU526,"03-06-02 Sierra Chincua, MICH, MX",1674.0,OH,09-17-01,MICH,MX,03-06-02
587,AHD992,"02-26-02 El Rosario, MICH, MX",1674.0,OH,09-13-01,MICH,MX,02-26-02
588,ACK042,"03-12-02 El Rosario, MICH, MX",1674.0,IA,09-08-01,MICH,MX,03-12-02
589,AGL921,"03-03-02 Cerro Pelon, MICH, MX",1673.0,IA,08-22-01,MICH,MX,03-03-02
590,ACJ469,"02-26-02 El Rosario, MICH, MX",1673.0,IA,09-16-01,MICH,MX,02-26-02
591,ACJ231,"02-28-02 El Rosario, MICH, MX",1673.0,IA,08-31-01,MICH,MX,02-28-02
592,ACJ233,"02-26-02 El Rosario, MICH, MX",1673.0,IA,08-31-01,MICH,MX,02-26-02
593,AGF742,"03-12-02 El Rosario, MICH, MX",1671.0,IA,09-06-01,MICH,MX,03-12-02
594,AGF720,"02-26-02 El Rosario, MICH, MX",1671.0,IA,09-05-01,MICH,MX,02-26-02
595,AGL250,"03-03-02 Cerro Pelon, MICH, MX",1670.0,SD,08-28-01,MICH,MX,03-03-02
596,AGF067,"01-20-02 El Rosario, MICH, MX",1668.0,IA,08-30-01,MICH,MX,01-20-02
597,AGL965,"03-13-02 El Rosario, MICH, MX",1667.0,IA,09-03-01,MICH,MX,03-13-02
598,ACL401,"02-26-02 El Rosario, MICH, MX",1665.0,IA,08-24-01,MICH,MX,02-26-02
599,ACL330,"03-13-02 El Rosario, MICH, MX",1665.0,IA,08-23-01,MICH,MX,03-13-02
600,ACL368,"03-09-02 El Rosario, MICH, MX",1665.0,IA,08-23-01,MICH,MX,03-09-02
601,AGG724,"01-06-02 El Rosario, MICH, MX",1665.0,IA,09-19-01,MICH,MX,01-06-02
602,AGG722,"03-07-02 El Rosario, MICH, MX",1665.0,IA,09-09-01,MICH,MX,03-07-02
603,AGG732,"02-26-02 El Rosario, MICH, MX",1665.0,IA,09-09-01,MICH,MX,02-26-02
604,ACM008,"03-13-02 El Rosario, MICH, MX",1665.0,IA,09-03-01,MICH,MX,03-13-02
605,AGG440,"03-13-02 El Rosario, MICH, MX",1665.0,IA,09-02-01,MICH,MX,03-13-02
606,AGG482,"03-08-02 El Rosario, MICH, MX",1665.0,IA,09-02-01,MICH,MX,03-08-02
607,AGG346,"02-28-02 El Rosario, MICH, MX",1665.0,IA,09-02-01,MICH,MX,02-28-02
