,Tag No.,report_date,Miles,Tagged_State,Tagged_Date,Reported_State,Reported_Country,Reported_Date
98,ABJ782,"02-26-02 El Rosario, MICH, MX",1905.0,VA,09-13-01,MICH,MX,02-26-02
99,ABJ667,"01-06-02 El Rosario, MICH, MX",1905.0,VA,09-12-01,MICH,MX,01-06-02
100,ABJ497,"03-12-02 El Rosario, MICH, MX",1905.0,VA,09-06-01,MICH,MX,03-12-02
101,ABJ388,"02-26-02 El Rosario, MICH, MX",1905.0,VA,09-04-01,MICH,MX,02-26-02
102,AAH988,"03-13-02 El Rosario, MICH, MX",1903.0,ONT,09-09-01,MICH,MX,03-13-02
103,ABX350,"03-03-02 Cerro Pelon, MICH, MX",1902.0,OH,08-30-01,MICH,MX,03-03-02
104,ABX291,"03-03-02 Cerro Pelon, MICH, MX",1902.0,OH,08-24-01,MICH,MX,03-03-02
105,ABJ675,"02-27-02 Sierra Chincua, MICH, MX",1902.0,VA,09-12-01,MICH,MX,02-27-02
106,ABJ492,"02-27-02 Sierra Chincua, MICH, MX",1902.0,VA,09-06-01,MICH,MX,02-27-02
107,ABJ415,"02-20-02 Sierra Chincua, MICH, MX",1902.0,VA,09-05-01,MICH,MX,02-20-02
108,AGO407,"03-12-02 El Rosario, MICH, MX",1899.0,PA,09-03-01,MICH,MX,03-12-02
109,AGO358,"02-26-02 Sierra Chincua, MICH, MX",1896.0,PA,08-30-01,MICH,MX,02-26-02
110,AGN257,"03-03-02 Cerro Pelon, MICH, MX",1894.0,OH,08-29-01,MICH,MX,03-03-02
111,ABY425,"03-03-02 Cerro Pelon, MICH, MX",1892.0,OH,09-08-01,MICH,MX,03-03-02
112,ADI748,"03-08-02 El Rosario, MICH, MX",1892.0,MN,08-31-01,MICH,MX,03-08-02
113,ABY042,"01-11-02 El Rosario, MICH, MX",1890.0,OH,09-09-01,MICH,MX,01-11-02
114,ABX684,"03-13-02 El Rosario, MICH, MX",1890.0,OH,09-03-01,MICH,MX,03-13-02
115,ABX647,"03-04-02 El Rosario, MICH, MX",1890.0,OH,09-03-01,MICH,MX,03-04-02
116,ABX413,"03-13-02 El Rosario, MICH, MX",1890.0,OH,09-01-01,MICH,MX,03-13-02
117,ABX427,"02-20-02 El Rosario, MICH, MX",1890.0,OH,09-01-01,MICH,MX,02-20-02
118,ABY454,"03-12-02 El Rosario, MICH, MX",1890.0,OH,09-08-01,MICH,MX,03-12-02
119,ABY471,"02-27-02 El Rosario, MICH, MX",1890.0,OH,09-08-01,MICH,MX,02-27-02
120,ABY456,"02-13-02 El Rosario, MICH, MX",1890.0,OH,09-08-01,MICH,MX,02-13-02
121,ABY414,"02-26-02 El Rosario, MICH, MX",1890.0,OH,09-07-01,MICH,MX,02-26-02
122,ABY349,"03-13-02 El Rosario, MICH, MX",1890.0,OH,09-06-01,MICH,MX,03-13-02
123,ABY304,"02-21-02 El Rosario, MICH, MX",1890.0,OH,09-05-01,MICH,MX,02-21-02
124,ADZ288,"02-13-02 El Rosario, MICH, MX",1889.0,ND,08-26-01,MICH,MX,02-13-02
125,ADZ282,"01-20-02 El Rosario, MICH, MX",1889.0,ND,08-24-01,MICH,MX,01-20-02
126,ADZ235,"02-11-02 El Rosario, MICH, MX",1889.0,ND,08-23-01,MICH,MX,02-11-02
127,ADY968,"02-26-02 El Rosario, MICH, MX",1889.0,ND,08-16-01,MICH,MX,02-26-02
128,ADZ464,"02-26-02 El Rosario, MICH, MX",1889.0,ND,09-18-01,MICH,MX,02-26-02
129,AGN079,"03-12-02 El Rosario, MICH, MX",1885.0,OH,09-19-01,MICH,MX,03-12-02
130,AGN063,"03-06-02 El Rosario, MICH, MX",1885.0,OH,09-08-01,MICH,MX,03-06-02
131,AGN363,"03-09-02 El Rosario, MICH, MX",1883.0,OH,09-08-01,MICH,MX,03-09-02
132,AGN312,"03-08-02 El Rosario, MICH, MX",1883.0,OH,09-02-01,MICH,MX,03-08-02
133,AGM587,"01-21-02 El Rosario, MICH, MX",1882.0,OH,09-08-01,MICH,MX,01-21-02
134,AGM571,"03-13-02 El Rosario, MICH, MX",1882.0,OH,09-08-01,MICH,MX,03-13-02
135,AGN348,"02-21-02 El Rosario, MICH, MX",1882.0,OH,09-03-01,MICH,MX,02-21-02
136,AII814,"02-16-02 El Rosario, MICH, MX",1882.0,VA,10-07-01,MICH,MX,02-16-02
137,ABY437,"02-20-02 El Rosario, MICH, MX",1880.0,OH,09-08-01,MICH,MX,02-20-02
138,ABY115,"02-21-02 El Rosario, MICH, MX",1880.0,OH,08-27-01,MICH,MX,02-21-02
139,AGM749,"02-27-02 Sierra Chincua, MICH, MX",1878.0,OH,09-16-01,MICH,MX,02-27-02
140,AGN008,"03-01-02 Sierra Chincua, MICH, MX",1878.0,OH,09-10-01,MICH,MX,03-01-02
141,AGN517,"02-27-02 Sierra Chincua, MICH, MX",1878.0,OH,09-09-01,MICH,MX,02-27-02
142,ADZ086,"02-26-02 El Rosario, MICH, MX",1877.0,ND,,MICH,MX,02-26-02
143,AFT574,"03-03-02 Cerro Pelon, MICH, MX",1875.0,OH,09-07-01,MICH,MX,03-03-02
144,AFI316,"02-26-02 El Rosario, MICH, MX",1872.0,PA,09-07-01,MICH,MX,02-26-02
145,ADR865,"03-08-02 Cerro Pelon, MICH, MX",1872.0,MN,08-15-01,MICH,MX,03-08-02
146,AHB273,"03-08-02 El Rosario, MICH, MX",1869.0,PA,09-13-01,MICH,MX,03-08-02
147,AHB258,"02-16-02 El Rosario, MICH, MX",1869.0,PA,09-12-01,MICH,MX,02-16-02
148,AHB213,"03-12-02 El Rosario, MICH, MX",1869.0,PA,09-05-01,MICH,MX,03-12-02
149,AFP497,"01-11-02 El Rosario, MICH, MX",1868.0,VA,08-22-01,MICH,MX,01-11-02
150,ACF259,"01-06-02 El Rosario, MICH, MX",1866.0,MI,08-18-01,MICH,MX,01-06-02
151,AHB281,"03-04-02 Sierra Chincua, MICH, MX",1865.0,PA,09-18-01,MICH,MX,03-04-02
152,AFQ778,"02-13-02 El Rosario, MICH, MX",1864.0,WV,09-10-01,MICH,MX,02-13-02
153,RS185,"01-21-02 El Rosario, MICH, MX",1864.0,WV,09-27-97,MICH,MX,01-21-02
154,ABY162,"01-21-02 El Rosario, MICH, MX",1862.0,OH,09-02-01,MICH,MX,01-21-02
155,ABY146,"02-18-02 El Rosario, MICH, MX",1862.0,OH,08-31-01,MICH,MX,02-18-02
156,ABJ900,"02-26-02 El Rosario, MICH, MX",1862.0,OH,08-21-01,MICH,MX,02-26-02
157,ABX832,"02-28-02 El Rosario, MICH, MX",1862.0,OH,09-10-01,MICH,MX,02-28-02
158,ACD905,"02-16-02 El Rosario, MICH, MX",1861.0,MI,09-04-01,MICH,MX,02-16-02
159,AGE575,"02-18-02 El Rosario, MICH, MX",1860.0,WI,08-31-01,MICH,MX,02-18-02
160,ACD776,"02-13-02 El Rosario, MICH, MX",1858.0,MI,08-23-01,MICH,MX,02-13-02
161,ADR405,"03-03-02 Cerro Pelon, MICH, MX",1858.0,MN,08-13-01,MICH,MX,03-03-02
162,AFT886,"03-01-02 Sierra Chincua, MICH, MX",1858.0,OH,09-14-01,MICH,MX,03-01-02
163,ADS158,"02-27-02 El Rosario, MICH, MX",1857.0,MN,08-20-01,MICH,MX,02-27-02
164,ADS168,"02-13-02 El Rosario, MICH, MX",1857.0,MN,08-20-01,MICH,MX,02-13-02
165,ADS082,"03-12-02 El Rosario, MICH, MX",1857.0,MN,08-16-01,MICH,MX,03-12-02
166,ADR999,"02-21-02 El Rosario, MICH, MX",1857.0,MN,08-15-01,MICH,MX,02-21-02
167,ADS039,"02-13-02 El Rosario, MICH, MX",1857.0,MN,08-15-01,MICH,MX,02-13-02
168,ACD927,"03-08-02 Sierra Chincua, MICH, MX",1857.0,MI,09-14-01,MICH,MX,03-08-02
169,ADR904,"02-26-02 El Rosario, MICH, MX",1857.0,MN,08-16-01,MICH,MX,02-26-02
170,ADR847,"01-06-02 El Rosario, MICH, MX",1857.0,MN,08-15-01,MICH,MX,01-06-02
171,ADR827,"02-26-02 El Rosario, MICH, MX",1857.0,MN,08-14-01,MICH,MX,02-26-02
172,ADR742,"01-31-02 El Rosario, MICH, MX",1857.0,MN,08-13-01,MICH,MX,01-31-02
173,AFT776,"02-26-02 El Rosario, MICH, MX",1855.0,OH,09-11-01,MICH,MX,02-26-02
174,AHE229,"02-26-02 El Rosario, MICH, MX",1854.0,MI,09-04-01,MICH,MX,02-26-02
175,AHE222,"02-21-02 El Rosario, MICH, MX",1854.0,MI,09-01-01,MICH,MX,02-21-02
176,AHE202,"02-13-02 El Rosario, MICH, MX",1854.0,MI,08-23-01,MICH,MX,02-13-02
177,ADS242,"03-03-02 Cerro Pelon, MICH, MX",1854.0,MN,08-19-01,MICH,MX,03-03-02
178,ADT483,"02-26-02 El Rosario, MICH, MX",1853.0,MN,08-25-01,MICH,MX,02-26-02
179,ADT555,"02-21-02 El Rosario, MICH, MX",1853.0,MN,08-31-01,MICH,MX,02-21-02
180,ADT620,"02-18-02 El Rosario, MICH, MX",1853.0,MN,09-11-01,MICH,MX,02-18-02
181,ADT457,"01-21-02 El Rosario, MICH, MX",1853.0,MN,08-25-01,MICH,MX,01-21-02
182,ADT419,"03-13-02 El Rosario, MICH, MX",1853.0,MN,08-18-01,MICH,MX,03-13-02
183,ADR857,"02-27-02 Sierra Chincua, MICH, MX",1852.0,MN,08-15-01,MICH,MX,02-27-02
184,AFY365,"03-04-02 El Rosario, MICH, MX",1850.0,MI,08-28-01,MICH,MX,03-04-02
185,ACD580,"02-26-02 El Rosario, MICH, MX",1850.0,MI,09-08-01,MICH,MX,02-26-02
186,ADT448,"03-01-02 Sierra Chincua, MICH, MX",1849.0,MN,08-25-01,MICH,MX,03-01-02
187,ACZ875,"01-21-02 El Rosario, MICH, MX",1848.0,WI,09-12-01,MICH,MX,01-21-02
188,ACE723,"03-03-02 Cerro Pelon, MICH, MX",1847.0,MI,09-11-01,MICH,MX,03-03-02
189,AFY596,"02-28-02 El Rosario, MICH, MX",1844.0,MI,09-16-01,MICH,MX,02-28-02
190,AFY547,"02-16-02 El Rosario, MICH, MX",1844.0,MI,09-10-01,MICH,MX,02-16-02
191,AFY824,"02-26-02 El Rosario, MICH, MX",1844.0,MI,09-10-01,MICH,MX,02-26-02
192,ADR391,"03-13-02 El Rosario, MICH, MX",1842.0,MN,08-13-01,MICH,MX,03-13-02
193,ADR368,"03-04-02 El Rosario, MICH, MX",1842.0,MN,08-13-01,MICH,MX,03-04-02
194,ADR389,"02-28-02 El Rosario, MICH, MX",1842.0,MN,08-13-01,MICH,MX,02-28-02
195,ADR307,"02-26-02 El Rosario, MICH, MX",1842.0,MN,08-13-01,MICH,MX,02-26-02
196,ADR339,"02-21-02 El Rosario, MICH, MX",1842.0,MN,08-13-01,MICH,MX,02-21-02
197,ADR352,"01-11-02 El Rosario, MICH, MX",1842.0,MN,08-13-01,MICH,MX,01-11-02
198,AFY425,"02-13-02 El Rosario, MICH, MX",1841.0,MI,09-03-01,MICH,MX,02-13-02
199,ADS308,"02-26-02 El Rosario, MICH, MX",1838.0,MN,08-20-01,MICH,MX,02-26-02
200,ADR338,"03-08-02 Sierra Chincua, MICH, MX",1838.0,MN,08-13-01,MICH,MX,03-08-02
201,ADT065,"02-28-02 El Rosario, MICH, MX",1838.0,MN,09-05-01,MICH,MX,02-28-02
202,ADT028,"02-26-02 El Rosario, MICH, MX",1838.0,MN,09-05-01,MICH,MX,02-26-02
203,ADT058,"02-21-02 El Rosario, MICH, MX",1838.0,MN,09-05-01,MICH,MX,02-21-02
204,ADT007,"01-21-02 El Rosario, MICH, MX",1838.0,MN,09-05-01,MICH,MX,01-21-02
205,ADS959,"03-04-02 El Rosario, MICH, MX",1838.0,MN,09-01-01,MICH,MX,03-04-02
206,ADS923,"03-09-02 El Rosario, MICH, MX",1838.0,MN,08-29-01,MICH,MX,03-09-02
207,ADS817," El Rosario, MICH, MX",1838.0,MN,08-28-01,MICH,MX,
208,ADS828,"03-01-02 El Rosario, MICH, MX",1838.0,MN,08-28-01,MICH,MX,03-01-02
209,ADS756,"02-26-02 El Rosario, MICH, MX",1838.0,MN,08-28-01,MICH,MX,02-26-02
210,ADS773,"02-11-02 El Rosario, MICH, MX",1838.0,MN,08-28-01,MICH,MX,02-11-02
211,ADS603,"02-20-02 El Rosario, MICH, MX",1838.0,MN,08-23-01,MICH,MX,02-20-02
212,ADS650,"01-18-02 El Rosario, MICH, MX",1838.0,MN,08-23-01,MICH,MX,01-18-02
213,ADS585,"02-27-02 El Rosario, MICH, MX",1838.0,MN,08-22-01,MICH,MX,02-27-02
214,ADS461,"02-13-02 El Rosario, MICH, MX",1838.0,MN,08-21-01,MICH,MX,02-13-02
215,ADS339,"03-13-02 El Rosario, MICH, MX",1838.0,MN,08-20-01,MICH,MX,03-13-02
216,ADS375,"03-12-02 El Rosario, MICH, MX",1838.0,MN,08-20-01,MICH,MX,03-12-02
217,ADS402,"01-20-02 El Rosario, MICH, MX",1838.0,MN,08-20-01,MICH,MX,01-20-02
218,ADS425,"01-11-02 El Rosario, MICH, MX",1838.0,MN,08-20-01,MICH,MX,01-11-02
219,025SP,"02-21-02 El Rosario, MICH, MX",1838.0,MN,08-19-00,MICH,MX,02-21-02
220,ADS590,"01-20-02 Los Azufres, MICH, MX",1836.0,MN,08-22-01,MICH,MX,01-20-02
221,AHR876,"03-08-02 El Rosario, MICH, MX",1834.0,WI,09-11-01,MICH,MX,03-08-02
222,ADT094,"02-26-02 Sierra Chincua, MICH, MX",1834.0,MN,09-05-01,MICH,MX,02-26-02
223,ADS917,"02-27-02 Sierra Chincua, MICH, MX",1834.0,MN,08-29-01,MICH,MX,02-27-02
224,ADS848,"02-20-02 Sierra Chincua, MICH, MX",1834.0,MN,08-28-01,MICH,MX,02-20-02
225,ADS695,"03-04-02 Sierra Chincua, MICH, MX",1834.0,MN,08-23-01,MICH,MX,03-04-02
226,ADS449,"03-06-02 Sierra Chincua, MICH, MX",1834.0,MN,08-20-01,MICH,MX,03-06-02
227,ACE709,"01-11-02 El Rosario, MICH, MX",1833.0,MI,,MICH,MX,01-11-02
228,YH930,"01-21-02 El Rosario, MICH, MX",1829.0,MI,09-22-01,MICH,MX,01-21-02
229,ACF304,"03-04-02 El Rosario, MICH, MX",1828.0,MI,08-28-01,MICH,MX,03-04-02
230,ACF283,"03-01-02 El Rosario, MICH, MX",1828.0,MI,08-27-01,MICH,MX,03-01-02
231,ACF284,"02-27-02 El Rosario, MICH, MX",1828.0,MI,08-27-01,MICH,MX,02-27-02
232,YH901,"02-27-02 Sierra Chincua, MICH, MX",1825.0,MI,09-22-01,MICH,MX,02-27-02
233,ADB239,"03-09-02 El Rosario, MICH, MX",1825.0,WI,08-29-01,MICH,MX,03-09-02
234,ACF441,"03-04-02 El Rosario, MICH, MX",1821.0,MI,08-30-01,MICH,MX,03-04-02
235,222YL,"02-26-02 El Rosario, MICH, MX",1814.0,WV,09-26-01,MICH,MX,02-26-02
236,ABW890,"02-27-02 Sierra Chincua, MICH, MX",1810.0,OH,08-29-01,MICH,MX,02-27-02
237,ADM545,"02-26-02 El Rosario, MICH, MX",1807.0,MN,08-26-01,MICH,MX,02-26-02
238,ABX027,"02-28-02 El Rosario, MICH, MX",1807.0,OH,09-23-01,MICH,MX,02-28-02
239,ABW857,"02-13-02 El Rosario, MICH, MX",1807.0,OH,08-27-01,MICH,MX,02-13-02
240,ACE942,"02-16-02 El Rosario, MICH, MX",1804.0,MI,08-29-01,MICH,MX,02-16-02
241,ABX028,"03-08-02 Sierra Chincua, MICH, MX",1803.0,OH,09-23-01,MICH,MX,03-08-02
242,ABW976,"02-27-02 Sierra Chincua, MICH, MX",1803.0,OH,09-05-01,MICH,MX,02-27-02
243,AHG703,"03-01-02 El Rosario, MICH, MX",1801.0,MN,09-03-01,MICH,MX,03-01-02
244,ADH263,"02-26-02 El Rosario, MICH, MX",1799.0,MN,08-18-01,MICH,MX,02-26-02
245,ADF431,"03-03-02 Cerro Pelon, MICH, MX",1798.0,MN,08-26-01,MICH,MX,03-03-02
246,ADJ599,"03-04-02 El Rosario, MICH, MX",1793.0,MN,09-02-01,MICH,MX,03-04-02
247,ADJ582,"03-13-02 El Rosario, MICH, MX",1793.0,MN,08-28-01,MICH,MX,03-13-02
248,ADJ485,"03-09-02 El Rosario, MICH, MX",1793.0,MN,08-27-01,MICH,MX,03-09-02
249,ADJ462,"01-24-02 El Rosario, MICH, MX",1793.0,MN,08-26-01,MICH,MX,01-24-02
250,ADJ430,"02-28-02 El Rosario, MICH, MX",1793.0,MN,08-18-01,MICH,MX,02-28-02
251,ADJ348,"02-11-02 El Rosario, MICH, MX",1793.0,MN,,MICH,MX,02-11-02
252,ADJ774,"02-28-02 El Rosario, MICH, MX",1793.0,MN,09-11-01,MICH,MX,02-28-02
253,ADJ545,"02-18-02 El Rosario, MICH, MX",1793.0,MN,08-27-01,MICH,MX,02-18-02
254,ADJ335,"02-11-02 El Rosario, MICH, MX",1793.0,MN,08-11-01,MICH,MX,02-11-02
255,ADK528,"02-27-02 El Rosario, MICH, MX",1793.0,MN,10-11-01,MICH,MX,02-27-02
256,ADE158,"03-13-02 El Rosario, MICH, MX",1791.0,MN,08-25-01,MICH,MX,03-13-02
257,ADE146,"01-06-02 El Rosario, MICH, MX",1791.0,MN,08-20-01,MICH,MX,01-06-02
258,ADC778,"02-26-02 El Rosario, MICH, MX",1791.0,MN,08-24-01,MICH,MX,02-26-02
259,AEA927,"02-26-02 El Rosario, MICH, MX",1790.0,WI,,MICH,MX,02-26-02
260,ADI274,"02-27-02 El Rosario, MICH, MX",1788.0,MN,08-30-01,MICH,MX,02-27-02
261,ADH850,"03-04-02 Sierra Chincua, MICH, MX",1786.0,MN,09-18-01,MICH,MX,03-04-02
262,ADF083,"03-08-02 El Rosario, MICH, MX",1783.0,MN,08-24-01,MICH,MX,03-08-02
263,ADF769,"03-09-02 El Rosario, MICH, MX",1783.0,MN,08-26-01,MICH,MX,03-09-02
264,ADF763,"03-04-02 El Rosario, MICH, MX",1783.0,MN,08-26-01,MICH,MX,03-04-02
265,ADF387,"02-13-02 El Rosario, MICH, MX",1783.0,MN,08-26-01,MICH,MX,02-13-02
266,ADF339,"01-24-02 El Rosario, MICH, MX",1783.0,MN,08-23-01,MICH,MX,01-24-02
267,ADF811,"01-21-02 El Rosario, MICH, MX",1783.0,MN,08-23-01,MICH,MX,01-21-02
268,ADF219,"01-11-02 El Rosario, MICH, MX",1783.0,MN,08-23-01,MICH,MX,01-11-02
269,ADF143,"02-28-02 El Rosario, MICH, MX",1783.0,MN,08-25-01,MICH,MX,02-28-02
270,ADF189,"02-26-02 El Rosario, MICH, MX",1783.0,MN,08-23-01,MICH,MX,02-26-02
271,AGD178,"03-03-02 Cerro Pelon, MICH, MX",1783.0,MN,08-19-01,MICH,MX,03-03-02
272,AGA833,"03-03-02 Cerro Pelon, MICH, MX",1783.0,MN,08-17-01,MICH,MX,03-03-02
273,ADD529,"03-03-02 Cerro Pelon, MICH, MX",1783.0,MN,08-13-01,MICH,MX,03-03-02
274,AGA067,"03-03-02 Cerro Pelon, MICH, MX",1783.0,MN,08-13-01,MICH,MX,03-03-02
275,ADD151,"03-03-02 Cerro Pelon, MICH, MX",1783.0,MN,08-12-01,MICH,MX,03-03-02
276,ADI936,"01-06-02 El Rosario, MICH, MX",1781.0,MN,09-08-01,MICH,MX,01-06-02
277,ADF911,"02-28-02 El Rosario, MICH, MX",1779.0,MN,08-25-01,MICH,MX,02-28-02
278,ADF833,"02-21-02 El Rosario, MICH, MX",1779.0,MN,08-25-01,MICH,MX,02-21-02
279,ADE895,"03-09-02 El Rosario, MICH, MX",1779.0,MN,08-25-01,MICH,MX,03-09-02
280,ADF942,"03-09-02 El Rosario, MICH, MX",1779.0,MN,08-25-01,MICH,MX,03-09-02
281,ADE838,"03-09-02 El Rosario, MICH, MX",1779.0,MN,08-25-01,MICH,MX,03-09-02
282,ADE949,"02-26-02 Sierra Chincua, MICH, MX",1778.0,MN,08-21-01,MICH,MX,02-26-02
283,AGI194,"02-13-02 El Rosario, MICH, MX",1778.0,WI,09-04-01,MICH,MX,02-13-02
284,ACW212,"02-18-02 El Rosario, MICH, MX",1778.0,WI,09-13-01,MICH,MX,02-18-02
285,AGJ688,"03-03-02 Cerro Pelon, MICH, MX",1778.0,MN,08-30-01,MICH,MX,03-03-02
286,ADY685,"02-27-02 Sierra Chincua, MICH, MX",1776.0,SD,09-11-01,MICH,MX,02-27-02
287,ACX109,"03-03-02 Cerro Pelon, MICH, MX",1773.0,WI,08-30-01,MICH,MX,03-03-02
288,AGC746,"02-21-02 El Rosario, MICH, MX",1773.0,MN,09-05-01,MICH,MX,02-21-02
289,AGC758,"02-27-02 Sierra Chincua, MICH, MX",1769.0,MN,09-05-01,MICH,MX,02-27-02
290,ADD605,"01-20-02 El Rosario, MICH, MX",1768.0,MN,,MICH,MX,01-20-02
291,ADD441,"02-26-02 El Rosario, MICH, MX",1768.0,MN,08-13-01,MICH,MX,02-26-02
292,ADD501,"02-26-02 El Rosario, MICH, MX",1768.0,MN,08-13-01,MICH,MX,02-26-02
293,ADD703,"02-16-02 El Rosario, MICH, MX",1768.0,MN,08-13-01,MICH,MX,02-16-02
294,ADD688,"02-13-02 El Rosario, MICH, MX",1768.0,MN,08-13-01,MICH,MX,02-13-02
295,ADD321,"02-13-02 El Rosario, MICH, MX",1768.0,MN,08-13-01,MICH,MX,02-13-02
296,ADD540,"01-24-02 El Rosario, MICH, MX",1768.0,MN,08-13-01,MICH,MX,01-24-02
297,ADD549,"01-21-02 El Rosario, MICH, MX",1768.0,MN,08-13-01,MICH,MX,01-21-02
298,ADD120,"02-26-02 El Rosario, MICH, MX",1768.0,MN,08-12-01,MICH,MX,02-26-02
299,ADD170,"02-21-02 El Rosario, MICH, MX",1768.0,MN,08-12-01,MICH,MX,02-21-02
300,ADD040,"02-26-02 El Rosario, MICH, MX",1768.0,MN,08-11-01,MICH,MX,02-26-02
301,ADC911,"01-20-02 El Rosario, MICH, MX",1768.0,MN,08-11-01,MICH,MX,01-20-02
302,ADC876,"01-20-02 El Rosario, MICH, MX",1768.0,MN,08-10-01,MICH,MX,01-20-02
303,AGC493,"03-12-02 El Rosario, MICH, MX",1768.0,MN,09-03-01,MICH,MX,03-12-02
304,AGE017,"02-27-02 El Rosario, MICH, MX",1768.0,MN,09-03-01,MICH,MX,02-27-02
305,AGC190,"03-09-02 El Rosario, MICH, MX",1768.0,MN,08-28-01,MICH,MX,03-09-02
306,AGC263,"03-04-02 El Rosario, MICH, MX",1768.0,MN,08-28-01,MICH,MX,03-04-02
307,AGB723,"03-12-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,03-12-02
308,AGD379,"03-12-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,03-12-02
309,AGB633,"03-09-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,03-09-02
310,AGB942,"03-08-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,03-08-02
311,AGD620,"03-08-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,03-08-02
312,AGB502,"03-06-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,03-06-02
313,AGD054,"03-04-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,03-04-02
314,AGD434,"03-04-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,03-04-02
315,AGD435,"03-04-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,03-04-02
316,AGD848,"03-04-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,03-04-02
317,AGB645,"03-04-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,03-04-02
318,AGB377,"03-01-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,03-01-02
319,AGB420,"02-28-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,02-28-02
320,AGB447,"02-26-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,02-26-02
321,AGD241,"02-26-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,02-26-02
322,AGD913,"02-21-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,02-21-02
323,AGB913,"02-21-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,02-21-02
324,AGB526,"02-21-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,02-21-02
325,AGB690,"02-21-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,02-21-02
326,AGD292,"02-20-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,02-20-02
327,AGB743,"02-18-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,02-18-02
328,AGB465,"02-16-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,02-16-02
329,AGB446,"02-13-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,02-13-02
330,AGB455,"01-20-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,01-20-02
331,AGB793,"01-20-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,01-20-02
332,AGB901,"01-20-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,01-20-02
333,AGD364,"01-11-02 El Rosario, MICH, MX",1768.0,MN,08-19-01,MICH,MX,01-11-02
334,AGB042,"03-13-02 El Rosario, MICH, MX",1768.0,MN,08-17-01,MICH,MX,03-13-02
335,AGB871,"03-12-02 El Rosario, MICH, MX",1768.0,MN,08-17-01,MICH,MX,03-12-02
336,AGA977,"03-12-02 El Rosario, MICH, MX",1768.0,MN,08-17-01,MICH,MX,03-12-02
337,AGA654,"03-12-02 El Rosario, MICH, MX",1768.0,MN,08-17-01,MICH,MX,03-12-02
338,AGA917,"03-09-02 El Rosario, MICH, MX",1768.0,MN,08-17-01,MICH,MX,03-09-02
339,AGB242,"03-08-02 El Rosario, MICH, MX",1768.0,MN,08-17-01,MICH,MX,03-08-02
340,AGB181,"03-07-02 El Rosario, MICH, MX",1768.0,MN,08-17-01,MICH,MX,03-07-02
341,AGB144,"03-01-02 El Rosario, MICH, MX",1768.0,MN,08-17-01,MICH,MX,03-01-02
342,AGA948,"02-27-02 El Rosario, MICH, MX",1768.0,MN,08-17-01,MICH,MX,02-27-02
343,AGB352,"02-27-02 El Rosario, MICH, MX",1768.0,MN,08-17-01,MICH,MX,02-27-02
344,AGA865,"02-27-02 El Rosario, MICH, MX",1768.0,MN,08-17-01,MICH,MX,02-27-02
345,AGB052,"02-26-02 El Rosario, MICH, MX",1768.0,MN,08-17-01,MICH,MX,02-26-02
346,AGA811,"02-26-02 El Rosario, MICH, MX",1768.0,MN,08-17-01,MICH,MX,02-26-02
347,AGA918,"02-26-02 El Rosario, MICH, MX",1768.0,MN,08-17-01,MICH,MX,02-26-02
348,AGA989,"02-21-02 El Rosario, MICH, MX",1768.0,MN,08-17-01,MICH,MX,02-21-02
349,AGB235,"02-21-02 El Rosario, MICH, MX",1768.0,MN,08-17-01,MICH,MX,02-21-02
350,AGA978,"02-21-02 El Rosario, MICH, MX",1768.0,MN,08-17-01,MICH,MX,02-21-02
351,AGA702,"02-20-02 El Rosario, MICH, MX",1768.0,MN,08-17-01,MICH,MX,02-20-02
352,AGA676,"02-20-02 El Rosario, MICH, MX",1768.0,MN,08-17-01,MICH,MX,02-20-02
353,AGB827,"01-20-02 El Rosario, MICH, MX",1768.0,MN,08-17-01,MICH,MX,01-20-02
