,Tag No.,Tagged State,Tagged Date,Reported State,Reported Country,Reported Date,Miles
1068,ACO356,IA,2001-09-19,MICH,MEXICO,2002-03-04,1508.0
1069,ACO316,IA,2001-09-12,MICH,MEXICO,2002-01-22,1508.0
1070,AIG791,NE,2001-09-19,MICH,MEXICO,2002-03-03,1488.0
1071,ACC927,IN,2001-09-23,MICH,MEXICO,2002-03-12,1482.0
1072,ACC823,IN,2001-09-19,MICH,MEXICO,2002-01-20,1482.0
1073,ACC774,IN,2001-09-08,MICH,MEXICO,2002-02-16,1482.0
1074,ACC978,IN,2001-09-17,MICH,MEXICO,2002-03-09,1482.0
1075,ABT239,TN,2001-09-28,MICH,MEXICO,2002-01-21,1476.0
1076,AGT175,NE,2001-09-19,MICH,MEXICO,2002-03-09,1476.0
1077,AGT180,NE,2001-09-19,MICH,MEXICO,2002-01-24,1476.0
1078,ACC878,KY,2001-09-15,MICH,MEXICO,2002-03-12,1470.0
1079,ACC901,KY,2001-09-15,MICH,MEXICO,2002-02-26,1470.0
1080,AIN887,NE,2001-09-14,MICH,MEXICO,2002-03-03,1465.0
1081,ABU255,KY,2001-09-15,MICH,MEXICO,2002-03-04,1460.0
1082,ABU178,KY,2001-09-15,MICH,MEXICO,2002-02-26,1460.0
1083,ABU055,KY,2001-09-15,MICH,MEXICO,2002-02-18,1460.0
1084,ABU064,KY,2001-09-15,MICH,MEXICO,2002-02-13,1460.0
1085,ABU122,KY,2001-09-15,MICH,MEXICO,2002-01-20,1460.0
1086,ABU050,KY,2001-09-15,MICH,MEXICO,2002-01-11,1460.0
1087,ABU339,KY,2001-09-17,MICH,MEXICO,2002-03-04,1456.0
1088,AIN780,NE,2001-09-14,MICH,MEXICO,2002-03-07,1449.0
1089,AIN718,NE,2001-09-14,MICH,MEXICO,2002-02-26,1449.0
1090,AIN628,NE,2001-09-12,MICH,MEXICO,2002-02-16,1449.0
1091,AIN601,NE,2001-09-12,MICH,MEXICO,2002-02-13,1449.0
1092,AEE365,MO,2001-10-02,MICH,MEXICO,2002-02-13,1442.0
1093,612HY,MO,1999-09-27,MICH,MEXICO,2002-03-06,1442.0
1094,AJF652,GA,2001-10-10,MICH,MEXICO,2002-02-26,1429.0
1095,AJF638,GA,2001-10-06,MICH,MEXICO,2002-02-27,1429.0
1096,AIP655,NE,2001-09-20,MICH,MEXICO,2002-03-13,1425.0
1097,AIP579,NE,2001-09-19,MICH,MEXICO,2002-02-13,1425.0
1098,AIP504,NE,2001-09-18,MICH,MEXICO,2002-03-13,1425.0
1099,AIP508,NE,2001-09-18,MICH,MEXICO,2002-02-26,1425.0
1100,AIP811,NE,2001-09-17,MICH,MEXICO,2002-03-04,1425.0
1101,AIP697,NE,2001-09-17,MICH,MEXICO,2002-02-28,1425.0
1102,AIP728,NE,2001-09-17,MICH,MEXICO,2002-02-26,1425.0
1103,AIP685,NE,2001-09-17,MICH,MEXICO,2002-01-24,1425.0
1104,AIP807,NE,2001-09-14,MICH,MEXICO,2002-02-26,1425.0
1105,AEM412,KS,2001-09-14,MICH,MEXICO,2002-01-06,1423.0
1106,AEM360,KS,2001-09-14,MICH,MEXICO,2002-03-04,1423.0
1107,AEM448,KS,2001-09-14,MICH,MEXICO,2002-02-26,1423.0
1108,AEM367,KS,2001-09-14,MICH,MEXICO,2002-01-20,1423.0
1109,AFN878,IL,,MICH,MEXICO,2002-02-26,1423.0
1110,AEE178,IL,2001-09-22,MICH,MEXICO,2002-02-13,1423.0
1111,AEE252,IL,2001-09-17,MICH,MEXICO,2002-03-13,1423.0
1112,AFO189,IL,2001-09-17,MICH,MEXICO,2002-03-12,1423.0
1113,AEE169,IL,2001-09-17,MICH,MEXICO,2002-03-12,1423.0
1114,AEE089,IL,2001-09-17,MICH,MEXICO,2002-03-01,1423.0
1115,AFO108,IL,2001-09-17,MICH,MEXICO,2002-02-27,1423.0
1116,AFO062,IL,2001-09-15,MICH,MEXICO,2002-03-13,1423.0
1117,AFO233,IL,2001-09-15,MICH,MEXICO,2002-03-08,1423.0
1118,AEE114,IL,2001-09-15,MICH,MEXICO,2002-02-26,1423.0
1119,AFO254,IL,2001-09-15,MICH,MEXICO,2002-02-20,1423.0
1120,AFN926,IL,2001-09-15,MICH,MEXICO,2002-02-16,1423.0
1121,AFO063,IL,2001-09-15,MICH,MEXICO,2002-02-16,1423.0
1122,AFN995,IL,2001-09-15,MICH,MEXICO,2002-01-11,1423.0
1123,AFO086,IL,2001-09-15,MICH,MEXICO,2002-01-06,1423.0
1124,AEM305,KS,2001-09-16,MICH,MEXICO,2002-02-26,1422.0
1125,AEM279,KS,2001-09-16,MICH,MEXICO,2002-02-26,1422.0
1126,AIP501,NE,2001-09-18,MICH,MEXICO,2002-03-06,1420.0
1127,AIP792,NE,2001-09-18,MICH,MEXICO,2002-03-04,1420.0
1128,AIP500,NE,2001-09-18,MICH,MEXICO,2002-02-26,1420.0
1129,AIP784,NE,2001-09-18,MICH,MEXICO,2002-02-27,1420.0
1130,AHH615,MO,2001-09-29,MICH,MEXICO,2002-03-09,1419.0
1131,AHH554,MO,2001-09-22,MICH,MEXICO,2002-03-08,1419.0
1132,AFN940,IL,2001-09-15,MICH,MEXICO,2002-02-27,1419.0
1133,AEE051,IL,2001-09-10,MICH,MEXICO,2002-03-08,1419.0
1134,AEM303,KS,2001-09-16,MICH,MEXICO,2002-02-27,1418.0
1135,AEM333,KS,2001-09-14,MICH,MEXICO,2002-02-27,1418.0
1136,AEM371,KS,2001-09-14,MICH,MEXICO,2002-02-20,1418.0
1137,AEM405,KS,2001-09-14,MICH,MEXICO,2002-01-30,1418.0
1138,AIP575,NE,2001-09-18,MICH,MEXICO,2002-02-28,1414.0
1139,AEF128,MO,2001-09-10,MICH,MEXICO,2002-03-01,1413.0
1140,817YN,QUE,2001-09-21,IA,USA,2001-10-19,1408.0
1141,AJM508,KS,2001-09-19,MICH,MEXICO,2002-01-21,1395.0
1142,AJA920,KS,2001-09-20,MICH,MEXICO,2002-02-26,1395.0
1143,AJM505,KS,2001-09-19,MICH,MEXICO,2002-01-08,1390.0
1144,AEF922,MO,2001-09-22,MICH,MEXICO,2002-03-12,1387.0
1145,AEF715,MO,2001-09-11,MICH,MEXICO,2002-02-27,1387.0
1146,AEF767,MO,2001-09-11,MICH,MEXICO,2002-02-26,1387.0
1147,AEF666,MO,2001-09-11,MICH,MEXICO,2002-01-06,1387.0
1148,AIF071,MO,2001-09-20,MICH,MEXICO,2002-01-21,1387.0
1149,AGQ741,MO,2001-09-21,MICH,MEXICO,2002-03-08,1387.0
1150,AIF076,MO,2001-09-20,MICH,MEXICO,2002-03-06,1387.0
1151,AJR078,KS,2001-09-18,MICH,MEXICO,2002-03-03,1385.0
1152,AEF850,MO,2001-09-20,MICH,MEXICO,2002-01-30,1382.0
1153,AEF751,MO,2001-09-11,MICH,MEXICO,2002-03-08,1382.0
1154,AIF045,MO,2001-09-20,MICH,MEXICO,2002-02-26,1382.0
1155,AEE967,MO,2001-09-20,MICH,MEXICO,2002-02-20,1382.0
1156,AEJ066,KS,2001-10-01,MICH,MEXICO,2002-03-03,1382.0
1157,AEI610,KS,2001-09-30,MICH,MEXICO,2002-03-03,1382.0
1158,AIT283,MO,2001-09-22,MICH,MEXICO,2002-02-27,1382.0
1159,AJX949,KS,2001-09-15,MICH,MEXICO,2002-03-03,1381.0
1160,AEG668,KS,2001-09-18,MICH,MEXICO,2002-03-03,1381.0
1161,AJH902,KS,2001-09-18,MICH,MEXICO,2002-03-03,1381.0
1162,AEH739,KS,2001-09-15,MICH,MEXICO,2002-03-03,1381.0
1163,AEM643,KS,2001-09-17,MICH,MEXICO,2002-03-03,1381.0
1164,AGE270,KS,2001-09-22,MICH,MEXICO,2002-02-16,1378.0
1165,AIE930,MO,2001-09-12,MICH,MEXICO,2002-03-09,1376.0
1166,AIE926,MO,2001-09-10,MICH,MEXICO,2002-03-13,1376.0
1167,PW898,MO,1997-09-26,MICH,MEXICO,2002-01-06,1376.0
1168,AIQ828,KS,2001-09-16,MICH,MEXICO,2002-02-26,1373.0
1169,AIQ845,KS,2001-09-16,MICH,MEXICO,2002-02-26,1373.0
1170,AEF781,KS,2001-09-19,MICH,MEXICO,2002-03-09,1373.0
1171,AEF809,KS,2001-09-19,MICH,MEXICO,2002-03-08,1373.0
1172,ADU581,KS,2001-09-22,MICH,MEXICO,2002-03-13,1371.0
1173,ADU585,KS,2001-09-22,MICH,MEXICO,2002-01-06,1371.0
1174,AEG500,KS,2001-09-13,MICH,MEXICO,2002-02-21,1371.0
1175,AIW152,KS,2001-09-13,MICH,MEXICO,2002-02-26,1371.0
1176,AIM147,KS,2001-09-15,MICH,MEXICO,2002-02-13,1371.0
1177,AJR035,KS,2001-09-18,MICH,MEXICO,2002-02-28,1370.0
1178,AJR454,KS,2001-09-20,MICH,MEXICO,2002-02-28,1370.0
1179,AJR234,KS,2001-09-19,MICH,MEXICO,2002-01-20,1370.0
1180,AJR336,KS,2001-09-19,MICH,MEXICO,2002-02-26,1370.0
1181,AJR395,KS,2001-09-19,MICH,MEXICO,2002-03-13,1370.0
1182,AJR446,KS,2001-09-19,MICH,MEXICO,2002-03-13,1370.0
1183,AJR124,KS,2001-09-18,MICH,MEXICO,2002-03-09,1370.0
1184,AJR179,KS,2001-09-18,MICH,MEXICO,2002-01-11,1370.0
1185,AJR155,KS,2001-09-18,MICH,MEXICO,2002-01-11,1370.0
1186,621YG,KS,2001-09-12,MICH,MEXICO,,1370.0
1187,TR403,KS,1997-08-24,MICH,MEXICO,2002-01-06,1370.0
1188,AJR163,KS,2001-09-18,MICH,MEXICO,2002-02-21,1370.0
1189,AEJ132,KS,2001-09-17,MICH,MEXICO,2002-02-11,1367.0
1190,AEJ405,KS,2001-09-20,MICH,MEXICO,2002-02-20,1367.0
1191,AGR911,KS,2001-09-16,MICH,MEXICO,2002-02-18,1367.0
1192,AEI682,KS,2001-09-18,MICH,MEXICO,2002-03-07,1367.0
1193,AEI678,KS,2001-09-13,MICH,MEXICO,2002-01-06,1367.0
1194,AEI137,KS,2001-09-17,MICH,MEXICO,2002-02-28,1367.0
1195,AEJ261,KS,2001-09-18,MICH,MEXICO,2002-01-21,1367.0
1196,AEJ271,KS,2001-09-18,MICH,MEXICO,2002-02-20,1367.0
1197,AEI395,KS,2001-09-20,MICH,MEXICO,2002-01-21,1367.0
1198,AEI223,KS,2001-09-18,MICH,MEXICO,2002-03-08,1367.0
1199,AEI215,KS,2001-09-18,MICH,MEXICO,2002-02-26,1367.0
1200,AEJ359,KS,2001-09-18,MICH,MEXICO,2002-02-27,1367.0
1201,AEJ740,KS,2001-09-22,MICH,MEXICO,2002-03-12,1367.0
1202,AEJ696,KS,2001-09-19,MICH,MEXICO,2002-03-12,1367.0
1203,AEJ692,KS,2001-09-19,MICH,MEXICO,2002-03-12,1367.0
1204,AEJ688,KS,2001-09-16,MICH,MEXICO,2002-02-26,1367.0
1205,AEJ309,KS,2001-09-17,MICH,MEXICO,2002-03-04,1367.0
1206,AEK709,KS,2001-09-24,MICH,MEXICO,2002-01-31,1367.0
1207,AEJ295,KS,2001-09-18,MICH,MEXICO,2002-02-27,1367.0
1208,AEJ225,KS,2001-09-18,MICH,MEXICO,2002-02-26,1367.0
1209,AEK280,KS,2001-09-24,MICH,MEXICO,2002-03-12,1367.0
1210,AEI977,KS,2001-10-02,MICH,MEXICO,2002-03-06,1367.0
1211,AEI387,KS,2001-09-20,MICH,MEXICO,2002-03-12,1367.0
1212,AEI322,KS,2001-09-18,MICH,MEXICO,2002-03-09,1367.0
1213,AEI313,KS,2001-09-18,MICH,MEXICO,2002-03-08,1367.0
1214,AEI328,KS,2001-09-18,MICH,MEXICO,2002-02-27,1367.0
1215,AGR374,KS,2001-09-28,MICH,MEXICO,2002-03-04,1367.0
1216,AGR292,KS,2001-09-23,MICH,MEXICO,2002-03-12,1367.0
1217,AGR335,KS,2001-09-20,MICH,MEXICO,2002-03-12,1367.0
1218,AEI155,KS,2001-09-18,MICH,MEXICO,2002-02-26,1367.0
1219,AEI684,KS,2001-09-13,MICH,MEXICO,2002-01-11,1367.0
1220,AGR301,KS,2001-09-14,MICH,MEXICO,2002-01-11,1367.0
1221,AIL141,KS,2001-09-26,MICH,MEXICO,2002-02-28,1367.0
1222,AEI100,KS,2001-09-17,MICH,MEXICO,2002-02-13,1367.0
1223,AEI264,KS,2001-09-18,MICH,MEXICO,2002-02-27,1367.0
1224,AEJ148,KS,2001-09-18,MICH,MEXICO,2002-03-04,1367.0
1225,AEJ096,KS,2001-10-01,MICH,MEXICO,2002-02-26,1367.0
1226,AEI826,KS,2001-10-01,MICH,MEXICO,2002-02-20,1367.0
1227,AEI689,KS,2001-10-01,MICH,MEXICO,2002-01-20,1367.0
1228,AEI594,KS,2001-09-17,MICH,MEXICO,2002-01-20,1367.0
1229,AEI390,KS,2001-09-20,MICH,MEXICO,2002-01-21,1367.0
1230,AEI365,KS,2001-09-19,MICH,MEXICO,2002-02-26,1367.0
1231,AEK978,KS,2001-09-25,MICH,MEXICO,2002-02-26,1366.0
1232,AJY449,KS,2001-09-15,MICH,MEXICO,2002-01-06,1366.0
1233,AJZ525,KS,2001-09-15,MICH,MEXICO,2002-02-28,1366.0
1234,AJX627,KS,2001-09-15,MICH,MEXICO,2002-03-04,1366.0
1235,AJX571,KS,2001-09-15,MICH,MEXICO,2002-01-06,1366.0
1236,AGQ969,KS,2001-09-20,MICH,MEXICO,2002-03-09,1366.0
1237,AGQ971,KS,2001-09-20,MICH,MEXICO,2002-03-08,1366.0
1238,AGR004,KS,2001-09-20,MICH,MEXICO,2002-02-26,1366.0
1239,AGQ955,KS,2001-09-20,MICH,MEXICO,2002-02-18,1366.0
1240,AJZ601,KS,2001-09-15,MICH,MEXICO,2002-02-11,1366.0
1241,AJX547,KS,2001-09-15,MICH,MEXICO,2002-02-28,1366.0
1242,AJY691,KS,2001-09-15,MICH,MEXICO,2002-03-07,1366.0
1243,AJY979,KS,2001-09-15,MICH,MEXICO,2002-02-28,1366.0
1244,AJY689,KS,2001-09-15,MICH,MEXICO,2002-02-27,1366.0
1245,AJX758,KS,2001-09-15,MICH,MEXICO,2002-02-26,1366.0
1246,AJY933,KS,2001-09-15,MICH,MEXICO,2002-02-26,1366.0
1247,AJY080,KS,2001-09-15,MICH,MEXICO,2002-02-26,1366.0
1248,AJZ178,KS,2001-09-15,MICH,MEXICO,2002-02-26,1366.0
1249,AJY638,KS,2001-09-15,MICH,MEXICO,2002-02-18,1366.0
1250,AJZ581,KS,2001-09-15,MICH,MEXICO,2002-01-21,1366.0
1251,AJY063,KS,2001-09-15,MICH,MEXICO,2002-02-26,1366.0
1252,585XA,KS,2001-09-15,MICH,MEXICO,2002-02-28,1366.0
1253,AJY806,KS,2001-09-15,MICH,MEXICO,2002-02-26,1366.0
1254,AJX790,KS,2001-09-15,MICH,MEXICO,2002-02-21,1366.0
1255,AIM489,KS,2001-09-15,MICH,MEXICO,2002-02-28,1366.0
1256,AJY677,KS,2001-09-15,MICH,MEXICO,2002-02-27,1366.0
1257,AGO653,,,MICH,MEXICO,2002-02-26,1366.0
1258,AGO652,,,MICH,MEXICO,2002-02-15,1366.0
1259,AJZ499,KS,2001-09-15,MICH,MEXICO,2002-03-09,1366.0
1260,AJZ493,KS,2001-09-15,MICH,MEXICO,2002-02-26,1366.0
1261,AJY497,KS,2001-09-15,MICH,MEXICO,2002-01-21,1366.0
1262,AIF187,KS,2001-09-09,MICH,MEXICO,2002-01-11,1366.0
1263,AJZ405,KS,2001-09-15,MICH,MEXICO,2002-01-06,1366.0
1264,AJX983,KS,2001-09-15,MICH,MEXICO,2002-02-21,1366.0
1265,AJY615,KS,2001-09-15,MICH,MEXICO,2002-01-21,1366.0
1266,AJY020,KS,2001-09-15,MICH,MEXICO,2002-02-21,1366.0
1267,AJZ901,KS,2001-09-15,MICH,MEXICO,2002-01-18,1366.0
1268,AJY485,KS,2001-09-15,MICH,MEXICO,2002-03-08,1366.0
1269,AJY685,KS,2001-09-15,MICH,MEXICO,2002-03-04,1366.0
1270,AJZ046,KS,2001-09-15,MICH,MEXICO,2002-03-13,1366.0
1271,AJY213,KS,2001-09-15,MICH,MEXICO,2002-03-09,1366.0
1272,AJZ030,KS,2001-09-15,MICH,MEXICO,2002-02-26,1366.0
1273,AJY135,KS,2001-09-15,MICH,MEXICO,2002-01-20,1366.0
1274,AJX686,KS,2001-09-15,MICH,MEXICO,2002-03-08,1366.0
1275,AJZ630,KS,2001-09-15,MICH,MEXICO,2002-03-04,1366.0
1276,AJY762,KS,2001-09-15,MICH,MEXICO,2002-03-04,1366.0
1277,AJY731,KS,2001-09-15,MICH,MEXICO,2002-02-27,1366.0
1278,AJY763,KS,2001-09-15,MICH,MEXICO,2002-02-26,1366.0
1279,AJZ511,KS,2001-09-15,MICH,MEXICO,2002-02-26,1366.0
1280,AJZ504,KS,2001-09-15,MICH,MEXICO,2002-02-21,1366.0
1281,AJY534,KS,2001-09-15,MICH,MEXICO,2002-02-15,1366.0
1282,AJY156,KS,2001-09-15,MICH,MEXICO,2002-01-20,1366.0
1283,AEI915,KS,2001-09-15,MICH,MEXICO,2002-01-21,1366.0
1284,AEI921,KS,2001-09-15,MICH,MEXICO,2002-01-20,1366.0
1285,AEG957,KS,2001-09-22,MICH,MEXICO,2002-02-26,1366.0
1286,AEG955,KS,2001-09-22,MICH,MEXICO,2002-02-13,1366.0
1287,AEG910,KS,2001-09-21,MICH,MEXICO,2002-03-13,1366.0
1288,AEG948,KS,2001-09-21,MICH,MEXICO,2002-03-01,1366.0
1289,AEH135,KS,2001-09-20,MICH,MEXICO,2002-03-04,1366.0
1290,AEH144,KS,2001-09-20,MICH,MEXICO,2002-02-26,1366.0
1291,AEH006,KS,2001-09-20,MICH,MEXICO,2002-02-13,1366.0
1292,AEH154,KS,2001-09-20,MICH,MEXICO,2002-02-11,1366.0
1293,AEG780,KS,2001-09-19,MICH,MEXICO,2002-03-09,1366.0
1294,AEG794,KS,2001-09-19,MICH,MEXICO,2002-02-26,1366.0
1295,AEG710,KS,2001-09-19,MICH,MEXICO,2002-02-21,1366.0
1296,AEG862,KS,2001-09-19,MICH,MEXICO,2002-01-20,1366.0
1297,AJZ826,KS,2001-09-15,MICH,MEXICO,2002-02-26,1366.0
1298,AJY548,KS,2001-09-15,MICH,MEXICO,2002-03-12,1366.0
1299,AJH784,KS,2001-09-20,MICH,MEXICO,2002-03-12,1366.0
1300,AJH790,KS,2001-09-20,MICH,MEXICO,2002-02-26,1366.0
1301,AJH751,KS,2001-09-18,MICH,MEXICO,2002-03-13,1366.0
1302,AJH746,KS,2001-09-18,MICH,MEXICO,2002-03-13,1366.0
1303,AJH910,KS,2001-09-18,MICH,MEXICO,2002-02-26,1366.0
1304,AJH909,KS,2001-09-18,MICH,MEXICO,2002-01-20,1366.0
1305,AJH854,KS,2001-09-16,MICH,MEXICO,2002-03-04,1366.0
1306,AJH877,KS,2001-09-16,MICH,MEXICO,2002-02-27,1366.0
1307,AJH888,KS,2001-09-16,MICH,MEXICO,2002-02-26,1366.0
1308,AJZ463,KS,2001-09-15,MICH,MEXICO,2002-03-04,1366.0
1309,AJZ462,KS,2001-09-15,MICH,MEXICO,2002-03-01,1366.0
1310,AJZ464,KS,2001-09-15,MICH,MEXICO,2002-01-07,1366.0
1311,AEH566,KS,2001-09-15,MICH,MEXICO,2002-03-13,1366.0
1312,AEH950,KS,2001-09-15,MICH,MEXICO,2002-03-09,1366.0
1313,AEH607,KS,2001-09-15,MICH,MEXICO,2002-03-08,1366.0
1314,AEH675,KS,2001-09-15,MICH,MEXICO,2002-03-04,1366.0
1315,AEH882,KS,2001-09-15,MICH,MEXICO,2002-02-27,1366.0
1316,AEH873,KS,2001-09-15,MICH,MEXICO,2002-02-26,1366.0
1317,AEH768,KS,2001-09-15,MICH,MEXICO,2002-02-26,1366.0
1318,AEH527,KS,2001-09-15,MICH,MEXICO,2002-02-26,1366.0
1319,AEI019,KS,2001-09-15,MICH,MEXICO,2002-02-26,1366.0
1320,AEH612,KS,2001-09-15,MICH,MEXICO,2002-02-20,1366.0
1321,AEH908,KS,2001-09-15,MICH,MEXICO,2002-02-16,1366.0
1322,AEI061,KS,2001-09-15,MICH,MEXICO,2002-02-11,1366.0
1323,AEH707,KS,2001-09-15,MICH,MEXICO,2002-01-20,1366.0
1324,AEI026,KS,2001-09-15,MICH,MEXICO,2002-01-11,1366.0
1325,AEH638,KS,2001-09-15,MICH,MEXICO,2002-01-11,1366.0
1326,AEH770,KS,2001-09-15,MICH,MEXICO,2002-01-06,1366.0
1327,AEM750,KS,2001-09-19,MICH,MEXICO,2002-01-21,1366.0
1328,AEM745,KS,2001-09-18,MICH,MEXICO,2002-03-13,1366.0
1329,AEM729,KS,2001-09-18,MICH,MEXICO,2002-03-09,1366.0
1330,AEM705,KS,2001-09-18,MICH,MEXICO,2002-03-09,1366.0
1331,AEM725,KS,2001-09-18,MICH,MEXICO,2002-01-20,1366.0
1332,AEM647,KS,2001-09-17,MICH,MEXICO,2002-02-26,1366.0
1333,AEM663,KS,2001-09-17,MICH,MEXICO,2002-01-18,1366.0
1334,AEM632,KS,2001-09-13,MICH,MEXICO,2002-03-08,1366.0
1335,AJR011,KS,2001-09-18,MICH,MEXICO,2002-02-27,1365.0
1336,AJR083,KS,2001-09-18,MICH,MEXICO,2002-02-26,1365.0
1337,AJR355,KS,2001-09-16,MICH,MEXICO,2002-02-26,1365.0
1338,AEJ291,KS,2001-09-18,MICH,MEXICO,2002-02-26,1363.0
1339,AEJ546,KS,2001-09-18,MICH,MEXICO,2002-03-01,1363.0
1340,AEI583,KS,2001-09-17,MICH,MEXICO,2002-03-08,1363.0
1341,AEI432,KS,2001-09-24,MICH,MEXICO,2002-03-19,1363.0
1342,AGR352,KS,2001-09-20,MICH,MEXICO,2002-02-20,1363.0
1343,AEJ124,KS,2001-09-15,MICH,MEXICO,2002-01-25,1363.0
1344,AEI271,KS,2001-09-18,MICH,MEXICO,2002-02-26,1363.0
1345,AJX800,KS,2001-09-15,MICH,MEXICO,2002-03-01,1362.0
1346,AJZ606,KS,2001-09-15,MICH,MEXICO,2002-02-20,1362.0
1347,AEL941,KS,2001-09-20,MICH,MEXICO,2002-03-12,1362.0
1348,AJX534,KS,2001-09-15,MICH,MEXICO,2002-03-06,1362.0
1349,AJZ899,KS,2001-09-15,MICH,MEXICO,2002-02-27,1362.0
1350,AJW535,KS,2001-09-22,MICH,MEXICO,2002-03-19,1362.0
1351,AJY386,KS,2001-09-15,MICH,MEXICO,2002-02-20,1362.0
1352,AJZ494,KS,2001-09-15,MICH,MEXICO,2002-03-08,1362.0
1353,AGR934,KS,2001-09-22,MICH,MEXICO,2002-03-04,1362.0
1354,AJX560,KS,2001-09-15,MICH,MEXICO,2002-03-04,1362.0
1355,AJZ035,KS,2001-09-15,MICH,MEXICO,2002-03-06,1362.0
1356,AJY500,KS,2001-09-15,MICH,MEXICO,2002-03-06,1362.0
1357,AJX702,KS,2001-09-15,MICH,MEXICO,2002-02-27,1362.0
1358,AJZ450,KS,2001-09-15,MICH,MEXICO,2002-03-06,1362.0
1359,AEI000,KS,2001-09-15,MICH,MEXICO,2002-03-08,1362.0
1360,AEI030,KS,2001-09-15,MICH,MEXICO,2002-03-06,1362.0
1361,AEH893,KS,2001-09-15,MICH,MEXICO,2002-02-27,1362.0
1362,AEI065,KS,2001-09-15,MICH,MEXICO,2002-02-26,1362.0
1363,AEH588,KS,2001-09-15,MICH,MEXICO,2002-02-20,1362.0
1364,AJH819,KS,2001-09-21,MICH,MEXICO,2002-02-26,1361.0
1365,AJH747,KS,2001-09-18,MICH,MEXICO,2002-03-06,1361.0
1366,AEM637,KS,2001-09-17,MICH,MEXICO,2002-03-06,1361.0
1367,AEL938,KS,2001-09-20,MICH,MEXICO,2002-01-30,1357.0
1368,AEL595,KS,2001-09-21,MICH,MEXICO,2002-02-26,1344.0
1369,AEL571,KS,2001-09-21,MICH,MEXICO,2002-02-13,1344.0
1370,AEL534,KS,2001-09-20,MICH,MEXICO,2002-01-20,1344.0
1371,AEL512,KS,2001-09-19,MICH,MEXICO,2002-02-18,1344.0
1372,AEL522,KS,2001-09-19,MICH,MEXICO,2002-01-20,1344.0
1373,AEL483,KS,2001-09-17,MICH,MEXICO,2002-03-04,1344.0
1374,AEL473,KS,2001-09-17,MICH,MEXICO,2002-02-27,1344.0
1375,AEL420,KS,2001-09-16,MICH,MEXICO,2002-03-04,1344.0
1376,AEL442,KS,2001-09-16,MICH,MEXICO,2002-02-28,1344.0
1377,AEL412,KS,2001-09-16,MICH,MEXICO,2002-02-26,1344.0
1378,AEL389,KS,2001-09-12,MICH,MEXICO,2002-02-27,1339.0
1379,AIF541,KS,2001-09-22,MICH,MEXICO,2002-03-03,1337.0
1380,838MP,KS,1999-09-18,MICH,MEXICO,2002-03-03,1337.0
1381,AIF686,KS,2001-09-22,MICH,MEXICO,2002-02-26,1331.0
1382,AIF500,KS,2001-09-21,MICH,MEXICO,2002-02-27,1331.0
1383,AEM823,KS,2001-09-22,MICH,MEXICO,2002-03-08,1331.0
1384,AIF593,KS,2001-09-21,MICH,MEXICO,2002-02-27,1331.0
1385,AIF596,KS,2001-09-21,MICH,MEXICO,2002-02-26,1331.0
1386,AIF595,KS,2001-09-21,MICH,MEXICO,2002-02-21,1331.0
1387,AHT882,KS,2001-09-19,MICH,MEXICO,2002-03-12,1328.0
1388,AHT652,KS,2001-09-17,MICH,MEXICO,2002-01-21,1328.0
1389,AIF606,KS,2001-09-22,MICH,MEXICO,2002-03-06,1326.0
1390,AIF621,KS,2001-09-21,MICH,MEXICO,2002-01-22,1326.0
1391,440YJ,KS,2001-09-21,MICH,MEXICO,2002-02-20,1323.0
1392,AIF602,KS,2001-09-22,MICH,MEXICO,2002-03-13,1322.0
1393,AJT229,KS,2001-09-20,MICH,MEXICO,2002-03-07,1318.0
1394,AJM760,KS,2001-09-22,MICH,MEXICO,2002-02-21,1318.0
1395,AGS553,KS,2001-09-21,MICH,MEXICO,2002-02-26,1305.0
1396,AGS512,KS,2001-09-19,MICH,MEXICO,2002-03-04,1305.0
1397,AGS531,KS,2001-09-19,MICH,MEXICO,2002-02-26,1305.0
1398,274XF,KS,2000-09-13,MICH,MEXICO,2002-01-07,1305.0
1399,AEO840,KS,2001-09-23,MICH,MEXICO,2002-03-03,1303.0
1400,AEO815,KS,2001-09-23,MICH,MEXICO,2002-03-03,1303.0
1401,AEO739,KS,2001-09-19,MICH,MEXICO,2002-03-03,1303.0
1402,AGS500,KS,2001-09-19,MICH,MEXICO,2002-03-01,1301.0
1403,AEQ025,KS,2001-09-21,MICH,MEXICO,2002-02-28,1301.0
1404,AEP972,KS,2001-09-18,MICH,MEXICO,2002-02-26,1301.0
1405,AEQ014,KS,2001-09-18,MICH,MEXICO,2002-02-26,1301.0
1406,AEP972,KS,2001-09-18,MICH,MEXICO,2002-02-26,1301.0
1407,AEQ009,KS,2001-09-18,MICH,MEXICO,2002-02-26,1301.0
1408,301SW,KS,2001-09-10,MICH,MEXICO,2002-01-11,1299.0
1409,338SW,KS,2001-09-20,MICH,MEXICO,2002-02-26,1299.0
1410,AHI081,KS,2001-09-26,MICH,MEXICO,2002-02-26,1298.0
1411,AIG107,KS,2001-09-24,MICH,MEXICO,2002-02-27,1296.0
1412,303SW,KS,2001-09-19,MICH,MEXICO,2002-02-20,1295.0
1413,AEO845,KS,2001-09-23,MICH,MEXICO,2002-02-11,1287.0
1414,AEO767,KS,2001-09-21,MICH,MEXICO,2002-03-12,1287.0
1415,AEO760,KS,2001-09-21,MICH,MEXICO,2002-02-13,1287.0
