,Tag No.,Tagged State,Tagged Date,Reported State,Reported Country,Reported Date,Miles
353,AGB827,MN,2001-08-17,MICH,MEXICO,2002-01-20,1768.0
354,AGA968,MN,2001-08-17,MICH,MEXICO,2002-01-06,1768.0
355,AGB344,MN,2001-08-17,MICH,MEXICO,2002-01-06,1768.0
356,AGB822,MN,2001-08-17,MICH,MEXICO,2001-11-11,1768.0
357,AGA419,MN,2001-08-14,MICH,MEXICO,2002-02-11,1768.0
358,ADD366,MN,2001-08-13,MICH,MEXICO,2002-03-13,1768.0
359,AGA240,MN,2001-08-13,MICH,MEXICO,2002-03-12,1768.0
360,ADD526,MN,2001-08-13,MICH,MEXICO,2002-03-12,1768.0
361,ADD356,MN,2001-08-13,MICH,MEXICO,2002-03-01,1768.0
362,AGA022,MN,2001-08-13,MICH,MEXICO,2002-03-01,1768.0
363,AGA301,MN,2001-08-13,MICH,MEXICO,2002-02-21,1768.0
364,ADD666,MN,2001-08-13,MICH,MEXICO,2002-01-06,1768.0
365,ADD173,MN,2001-08-12,MICH,MEXICO,2002-03-01,1768.0
366,AGI363,WI,2001-09-08,MICH,MEXICO,2002-01-22,1768.0
367,ADD333,MN,2001-08-13,MICH,MEXICO,2002-02-26,1763.0
368,ADD093,MN,2001-08-12,MICH,MEXICO,2002-02-20,1763.0
369,AGC550,MN,2001-09-03,MICH,MEXICO,2002-02-20,1763.0
370,AGC167,MN,2001-08-28,MICH,MEXICO,2002-03-06,1763.0
371,AGB722,MN,2001-08-19,MICH,MEXICO,2002-03-08,1763.0
372,AGD609,MN,2001-08-19,MICH,MEXICO,2002-02-27,1763.0
373,AGD636,MN,2001-08-19,MICH,MEXICO,2002-02-26,1763.0
374,AGA825,MN,2001-08-17,MICH,MEXICO,2002-03-08,1763.0
375,AGA679,MN,2001-08-17,MICH,MEXICO,2002-03-06,1763.0
376,AGA863,MN,2001-08-17,MICH,MEXICO,2002-02-27,1763.0
377,AGB270,MN,2001-08-17,MICH,MEXICO,2002-02-26,1763.0
378,AGB329,MN,2001-08-17,MICH,MEXICO,2002-02-26,1763.0
379,AGA794,MN,2001-08-14,MICH,MEXICO,2002-02-27,1763.0
380,AGA193,MN,2001-08-13,MICH,MEXICO,2002-03-19,1763.0
381,ADD550,MN,2001-08-13,MICH,MEXICO,2002-03-06,1763.0
382,ACX087,WI,2001-08-28,MICH,MEXICO,2002-02-13,1758.0
383,AHG773,MN,2001-08-23,MICH,MEXICO,2002-03-03,1756.0
384,ADM984,MN,2001-08-27,MICH,MEXICO,2002-03-03,1756.0
385,AFX287,IN,2001-08-28,MICH,MEXICO,2002-03-03,1750.0
386,ABJ983,OH,2001-09-03,MICH,MEXICO,2002-03-12,1749.0
387,ABU958,OH,2001-09-15,MICH,MEXICO,2002-03-08,1749.0
388,ACN525,WI,2001-08-26,MICH,MEXICO,2002-03-04,1747.0
389,AGI427,WI,2001-08-26,MICH,MEXICO,2002-03-04,1745.0
390,ABW011,OH,2001-09-13,MICH,MEXICO,2002-03-01,1745.0
391,ACE609,MI,2001-09-12,MICH,MEXICO,2002-02-21,1743.0
392,ACE601,MI,2001-09-01,MICH,MEXICO,2002-03-01,1743.0
393,AGK387,MN,2001-08-31,MICH,MEXICO,2002-02-26,1742.0
394,AIK442,MN,2001-09-07,MICH,MEXICO,2002-01-21,1741.0
395,ACY864,MN,2001-08-22,MICH,MEXICO,2002-01-06,1741.0
396,YL572,MN,2001-09-09,MICH,MEXICO,2002-02-21,1741.0
397,YL532,MN,2001-09-05,MICH,MEXICO,2002-03-09,1741.0
398,YL476,MN,2001-09-05,MICH,MEXICO,2002-03-04,1741.0
399,YL104,MN,2001-09-01,MICH,MEXICO,2002-03-13,1741.0
400,YL179,MN,2001-09-01,MICH,MEXICO,2002-03-13,1741.0
401,YL209,MN,2001-09-01,MICH,MEXICO,2002-03-04,1741.0
402,ACY545,MN,2001-08-27,MICH,MEXICO,2002-03-07,1741.0
403,ACY524,MN,2001-08-27,MICH,MEXICO,2002-03-04,1741.0
404,ACY792,MN,2001-08-22,MICH,MEXICO,2002-03-13,1741.0
405,ACY737,MN,2001-08-22,MICH,MEXICO,2002-03-08,1741.0
406,ACY932,MN,2001-08-22,MICH,MEXICO,2002-02-21,1741.0
407,ACY470,MN,2001-08-17,MICH,MEXICO,2002-03-13,1741.0
408,ACY124,MN,2001-08-16,MICH,MEXICO,2002-03-12,1741.0
409,ACY368,MN,2001-08-16,MICH,MEXICO,2002-03-04,1741.0
410,YL299,MN,2001-09-04,MICH,MEXICO,2002-02-27,1741.0
411,YL266,MN,2001-09-04,MICH,MEXICO,2002-02-13,1741.0
412,AHG830,MN,2001-08-23,MICH,MEXICO,2002-03-13,1741.0
413,AHG923,MN,2001-08-23,MICH,MEXICO,2002-03-12,1741.0
414,ACY938,MN,2001-09-22,MICH,MEXICO,2002-02-26,1741.0
415,YL556,MN,2001-09-09,MICH,MEXICO,2002-01-21,1741.0
416,YL376,MN,2001-09-05,MICH,MEXICO,2002-03-01,1741.0
417,YL373,MN,2001-09-05,MICH,MEXICO,2002-02-28,1741.0
418,YL256,MN,2001-09-04,MICH,MEXICO,2002-02-26,1741.0
419,YL260,MN,2001-09-04,MICH,MEXICO,2002-02-26,1741.0
420,YL141,MN,2001-09-01,MICH,MEXICO,2002-02-28,1741.0
421,YL152,MN,2001-09-01,MICH,MEXICO,2002-02-21,1741.0
422,ACY590,MN,2001-08-28,MICH,MEXICO,2002-02-28,1741.0
423,ACY569,MN,2001-08-27,MICH,MEXICO,2002-02-26,1741.0
424,ACY643,MN,2001-08-23,MICH,MEXICO,2002-02-27,1741.0
425,ACY967,MN,2001-08-23,MICH,MEXICO,2002-01-21,1741.0
426,ACY647,MN,2001-08-23,MICH,MEXICO,2002-01-21,1741.0
427,ACY780,MN,2001-08-22,MICH,MEXICO,2002-02-26,1741.0
428,ACY921,MN,2001-08-22,MICH,MEXICO,2002-02-21,1741.0
429,ACY767,MN,2001-08-22,MICH,MEXICO,2002-02-13,1741.0
430,ACY793,MN,2001-08-22,MICH,MEXICO,2002-01-21,1741.0
431,ACY697,MN,2001-08-20,MICH,MEXICO,2002-02-27,1741.0
432,ACY174,MN,2001-08-16,MICH,MEXICO,2002-02-28,1741.0
433,ACY178,MN,2001-08-16,MICH,MEXICO,2002-02-26,1741.0
434,ACY396,MN,2001-08-16,MICH,MEXICO,2002-02-18,1741.0
435,ACY343,MN,2001-08-16,MICH,MEXICO,2002-01-24,1741.0
436,ACY415,MN,2001-08-16,MICH,MEXICO,2002-01-21,1741.0
437,ADM963,MN,2001-08-27,MICH,MEXICO,2002-02-26,1741.0
438,ADM995,MN,2001-08-27,MICH,MEXICO,2002-02-13,1741.0
439,ADN358,MN,2001-08-25,MICH,MEXICO,2002-03-13,1741.0
440,ADN329,MN,2001-08-25,MICH,MEXICO,2002-03-01,1741.0
441,AIS760,MN,2001-09-09,MICH,MEXICO,2002-02-26,1740.0
442,AGI726,WI,2001-09-15,MICH,MEXICO,2002-03-04,1737.0
443,AGI735,WI,2001-09-15,MICH,MEXICO,2002-02-26,1737.0
444,AGI682,WI,2001-09-15,MICH,MEXICO,2002-02-13,1737.0
445,ACZ711,WI,2001-09-08,MICH,MEXICO,2002-02-28,1737.0
446,ACZ647,WI,2001-08-19,MICH,MEXICO,2002-02-28,1737.0
447,AIK418,MN,2001-09-07,MICH,MEXICO,2002-03-08,1736.0
448,AIK440,MN,2001-09-07,MICH,MEXICO,2002-02-20,1736.0
449,AFX271,IN,2001-08-29,MICH,MEXICO,2002-03-09,1736.0
450,AFX262,IN,2001-08-28,MICH,MEXICO,2002-03-01,1736.0
451,AFX280,IN,2001-08-28,MICH,MEXICO,2002-02-26,1736.0
452,AFX226,IN,2001-08-28,MICH,MEXICO,2002-02-11,1736.0
453,AFX185,IN,2001-08-27,MICH,MEXICO,2002-03-12,1736.0
454,AFX135,IN,2001-08-26,MICH,MEXICO,2002-03-13,1736.0
455,AFX120,IN,2001-08-26,MICH,MEXICO,2002-01-21,1736.0
456,AFX050,IN,2001-08-25,MICH,MEXICO,2002-03-09,1736.0
457,830ZM,IN,2001-08-16,MICH,MEXICO,2002-03-09,1736.0
458,AIM833,VA,2001-09-12,MICH,MEXICO,2002-02-11,1736.0
459,YL697,MN,2001-09-09,MICH,MEXICO,2002-03-04,1736.0
460,YL689,MN,2001-09-09,MICH,MEXICO,2002-03-01,1736.0
461,YL447,MN,2001-09-05,MICH,MEXICO,2002-03-06,1736.0
462,YL316,MN,2001-09-04,MICH,MEXICO,2002-03-04,1736.0
463,YL100,MN,2001-09-01,MICH,MEXICO,2002-03-06,1736.0
464,ACY781,MN,2001-08-22,MICH,MEXICO,2002-03-04,1736.0
465,ACY455,MN,2001-08-17,MICH,MEXICO,2002-03-08,1736.0
466,ACY427,MN,2001-08-16,MICH,MEXICO,2002-03-06,1736.0
467,AIS777,MN,2001-09-09,MICH,MEXICO,2002-03-19,1736.0
468,YL643,MN,2001-09-09,MICH,MEXICO,2002-02-20,1736.0
469,YL326,MN,2001-09-04,MICH,MEXICO,2002-01-30,1736.0
470,YL218,MN,2001-09-01,MICH,MEXICO,2002-02-27,1736.0
471,ACY533,MN,2001-08-27,MICH,MEXICO,2002-02-26,1736.0
472,ADN938,MN,2001-09-03,MICH,MEXICO,2002-02-21,1735.0
473,ADN791,MN,2001-09-02,MICH,MEXICO,2002-03-12,1735.0
474,ADN876,MN,2001-09-02,MICH,MEXICO,2002-03-09,1735.0
475,ADN847,MN,2001-09-02,MICH,MEXICO,2002-02-27,1735.0
476,ADN889,MN,2001-09-02,MICH,MEXICO,2002-02-26,1735.0
477,ADN652,MN,2001-08-27,MICH,MEXICO,2002-03-09,1735.0
478,ADN676,MN,2001-08-27,MICH,MEXICO,2002-02-20,1735.0
479,ADN568,MN,2001-08-26,MICH,MEXICO,2002-02-26,1735.0
480,ADN636,MN,2001-08-26,MICH,MEXICO,2002-02-21,1735.0
481,ADN563,MN,2001-08-26,MICH,MEXICO,2002-01-21,1735.0
482,ADN603,MN,2001-08-26,MICH,MEXICO,2002-01-21,1735.0
483,ADO093,MN,2001-08-26,MICH,MEXICO,2002-03-01,1735.0
484,AGI769,WI,2001-09-15,MICH,MEXICO,2002-01-30,1733.0
485,ACZ326,WI,2001-08-29,MICH,MEXICO,2002-01-11,1733.0
486,ACZ293,WI,2001-08-29,MICH,MEXICO,2002-03-12,1733.0
487,AFX184,IN,2001-08-27,MICH,MEXICO,2002-03-06,1732.0
488,AFX058,IN,2001-08-25,MICH,MEXICO,2002-03-01,1732.0
489,AHE057,IN,2001-08-23,MICH,MEXICO,2002-03-01,1731.0
490,ADN999,MN,2001-09-03,MICH,MEXICO,2002-02-27,1731.0
491,ADN807,MN,2001-09-02,MICH,MEXICO,2002-03-04,1731.0
492,ADN960,MN,2001-09-03,MICH,MEXICO,2002-03-08,1730.0
493,ADN561,MN,2001-08-25,MICH,MEXICO,2002-03-01,1730.0
494,ADO056,MN,2001-08-25,MICH,MEXICO,2002-03-08,1730.0
495,ABL379,WV,2001-09-06,MICH,MEXICO,2002-02-20,1729.0
496,ACQ798,IA,2001-09-11,MICH,MEXICO,2002-03-03,1729.0
497,AHE050,IN,2001-08-22,MICH,MEXICO,2002-02-26,1727.0
498,671JJ,IL,1999-09-19,MICH,MEXICO,2002-03-03,1727.0
499,ADO065,MN,2001-08-26,MICH,MEXICO,2002-02-26,1726.0
500,ADM748,MN,2001-08-26,MICH,MEXICO,2002-03-03,1721.0
501,ABL685,NC,2001-09-27,MICH,MEXICO,2002-02-26,1720.0
502,AHA255,WY,2001-09-19,MICH,MEXICO,2002-02-21,1718.0
503,ACQ785,IA,2001-09-10,MICH,MEXICO,2002-01-11,1714.0
504,AHA260,WY,2001-09-21,MICH,MEXICO,2002-03-01,1714.0
505,ACR767,IA,2001-08-21,MICH,MEXICO,2002-03-03,1711.0
506,ACR598,IA,2001-08-20,MICH,MEXICO,2002-03-03,1711.0
507,ACX352,WI,2001-08-31,MICH,MEXICO,2002-01-06,1709.0
508,ACA887,OH,2001-09-08,MICH,MEXICO,2002-01-20,1708.0
509,AEA067,IL,2001-08-24,MICH,MEXICO,2002-02-26,1707.0
510,ADZ906,IL,2001-08-24,MICH,MEXICO,2002-01-11,1707.0
511,ADM551,MN,2001-08-29,MICH,MEXICO,2002-02-20,1707.0
512,ADM791,MN,2001-08-26,MICH,MEXICO,2002-03-13,1706.0
513,ADM726,MN,2001-08-26,MICH,MEXICO,2002-01-11,1706.0
514,ADM674,MN,2001-08-24,MICH,MEXICO,2002-02-13,1706.0
515,ADM600,MN,2001-08-23,MICH,MEXICO,2002-02-26,1706.0
516,AGH255,IA,2001-09-10,MICH,MEXICO,2002-01-18,1705.0
517,AGH243,IA,2001-09-04,MICH,MEXICO,2002-03-01,1705.0
518,AGH246,IA,2001-09-04,MICH,MEXICO,2002-02-18,1705.0
519,AGH219,IA,2001-09-03,MICH,MEXICO,2002-02-13,1705.0
520,AGH122,IA,2001-08-27,MICH,MEXICO,2002-02-27,1705.0
521,AGH070,IA,2001-08-26,MICH,MEXICO,2002-03-09,1705.0
522,AGH097,IA,2001-08-26,MICH,MEXICO,2002-03-06,1705.0
523,AGH058,IA,2001-08-26,MICH,MEXICO,2002-02-28,1705.0
524,AGH051,IA,2001-08-26,MICH,MEXICO,2002-02-27,1705.0
525,AGH084,IA,2001-08-26,MICH,MEXICO,2002-02-26,1705.0
526,AGH079,IA,2001-08-26,MICH,MEXICO,2002-01-20,1705.0
527,AGH012,IA,2001-08-22,MICH,MEXICO,2002-02-28,1705.0
528,QZ579,IA,1997-08-24,MICH,MEXICO,2002-01-22,1704.0
529,228RW,IA,2001-09-18,MICH,MEXICO,2002-01-30,1704.0
530,AGH060,IA,2001-08-26,MICH,MEXICO,2002-03-01,1701.0
531,ACR943,IA,2001-08-21,MICH,MEXICO,2002-03-01,1696.0
532,ACR523,IA,2001-08-20,MICH,MEXICO,2002-03-07,1696.0
533,ACR466,IA,2001-08-20,MICH,MEXICO,2002-03-04,1696.0
534,ACR463,IA,2001-08-20,MICH,MEXICO,2002-03-04,1696.0
535,ACR640,IA,2001-08-20,MICH,MEXICO,2002-02-28,1696.0
536,ACR635,IA,2001-08-20,MICH,MEXICO,2002-02-26,1696.0
537,ACR566,IA,2001-08-20,MICH,MEXICO,2002-02-18,1696.0
538,ACR454,IA,2001-08-20,MICH,MEXICO,2002-02-11,1696.0
539,ACR526,IA,2001-08-20,MICH,MEXICO,2002-01-21,1696.0
540,ACR175,IA,2001-08-19,MICH,MEXICO,2002-03-13,1696.0
541,ACR055,IA,2001-08-19,MICH,MEXICO,2002-03-12,1696.0
542,ACR036,IA,2001-08-19,MICH,MEXICO,2002-03-08,1696.0
543,ACR259,IA,2001-08-19,MICH,MEXICO,2002-02-18,1696.0
544,ACR222,IA,2001-08-19,MICH,MEXICO,2002-02-13,1696.0
545,ACR233,IA,2001-08-19,MICH,MEXICO,2002-01-18,1696.0
546,ACR356,IA,2001-08-19,MICH,MEXICO,2002-01-11,1696.0
547,ACR076,IA,2001-08-19,MICH,MEXICO,2002-01-11,1696.0
548,AGP008,IL,2001-08-26,MICH,MEXICO,2002-02-11,1696.0
549,AEB381,IL,2001-09-10,MICH,MEXICO,2002-03-09,1694.0
550,AEB354,IL,2001-09-10,MICH,MEXICO,2002-02-13,1694.0
551,ACQ511,IA,2001-09-05,MICH,MEXICO,2002-03-04,1693.0
552,ACR854,IA,2001-08-21,MICH,MEXICO,2002-03-04,1691.0
553,ACR795,IA,2001-08-21,MICH,MEXICO,2002-02-25,1691.0
554,ACR417,IA,2001-08-20,MICH,MEXICO,2002-03-08,1691.0
555,ACR445,IA,2001-08-20,MICH,MEXICO,2002-02-20,1691.0
556,ACR305,IA,2001-08-19,MICH,MEXICO,2002-02-27,1691.0
557,ACR188,IA,2001-08-19,MICH,MEXICO,2002-02-26,1691.0
558,ACR144,IA,2001-08-19,MICH,MEXICO,2002-02-20,1691.0
559,ACA760,OH,2001-09-08,MICH,MEXICO,2002-02-26,1688.0
560,AEA835,IL,2001-09-16,MICH,MEXICO,2002-03-04,1686.0
561,ACK034,IA,2001-09-06,MICH,MEXICO,2002-03-09,1686.0
562,ACK020,IA,2001-09-06,MICH,MEXICO,2002-02-26,1686.0
563,AIC965,NC,2001-09-11,MICH,MEXICO,2002-03-04,1683.0
564,AGF596,IA,2001-08-28,MICH,MEXICO,2002-02-27,1683.0
565,AEA856,IL,2001-09-22,MICH,MEXICO,2002-02-26,1682.0
566,AHH286,IL,2001-08-31,MICH,MEXICO,2002-02-21,1681.0
567,ACL407,IA,2001-08-24,MICH,MEXICO,2002-03-03,1680.0
568,ACL529,IA,2001-08-30,MICH,MEXICO,2002-03-03,1680.0
569,ACM201,IA,2001-09-02,MICH,MEXICO,2002-03-03,1680.0
570,ACJ787,IA,2001-08-27,MICH,MEXICO,2002-02-18,1679.0
571,AFU955,OH,2001-09-22,MICH,MEXICO,2002-02-13,1678.0
572,AFU445,OH,2001-09-18,MICH,MEXICO,2002-02-20,1678.0
573,AFU645,OH,2001-09-20,MICH,MEXICO,2002-03-13,1678.0
574,AFU505,OH,2001-09-16,MICH,MEXICO,2002-03-09,1678.0
575,YD023,OH,2001-09-15,MICH,MEXICO,2002-03-12,1678.0
576,CT384,OH,2001-09-15,MICH,MEXICO,2002-03-04,1678.0
577,YD029,OH,2001-09-15,MICH,MEXICO,2002-03-01,1678.0
578,CT398,OH,2001-09-15,MICH,MEXICO,2002-02-11,1678.0
579,ACA926,OH,2001-09-07,MICH,MEXICO,2002-03-04,1678.0
580,ACC696,IN,2001-09-04,MICH,MEXICO,2002-01-20,1677.0
581,AHW732,SD,2001-09-01,MICH,MEXICO,2002-03-03,1677.0
582,AHX489,SD,2001-08-29,MICH,MEXICO,2002-03-03,1677.0
583,AHU933,SD,2001-09-26,MICH,MEXICO,2002-03-03,1677.0
584,ACK575,IA,2001-08-31,MICH,MEXICO,2002-01-06,1676.0
585,SD632,MN,1998-09-09,MICH,MEXICO,2002-01-06,1674.0
586,AFU526,OH,2001-09-17,MICH,MEXICO,2002-03-06,1674.0
587,AHD992,OH,2001-09-13,MICH,MEXICO,2002-02-26,1674.0
588,ACK042,IA,2001-09-08,MICH,MEXICO,2002-03-12,1674.0
589,AGL921,IA,2001-08-22,MICH,MEXICO,2002-03-03,1673.0
590,ACJ469,IA,2001-09-16,MICH,MEXICO,2002-02-26,1673.0
591,ACJ231,IA,2001-08-31,MICH,MEXICO,2002-02-28,1673.0
592,ACJ233,IA,2001-08-31,MICH,MEXICO,2002-02-26,1673.0
593,AGF742,IA,2001-09-06,MICH,MEXICO,2002-03-12,1671.0
594,AGF720,IA,2001-09-05,MICH,MEXICO,2002-02-26,1671.0
595,AGL250,SD,2001-08-28,MICH,MEXICO,2002-03-03,1670.0
596,AGF067,IA,2001-08-30,MICH,MEXICO,2002-01-20,1668.0
597,AGL965,IA,2001-09-03,MICH,MEXICO,2002-03-13,1667.0
598,ACL401,IA,2001-08-24,MICH,MEXICO,2002-02-26,1665.0
599,ACL330,IA,2001-08-23,MICH,MEXICO,2002-03-13,1665.0
600,ACL368,IA,2001-08-23,MICH,MEXICO,2002-03-09,1665.0
601,AGG724,IA,2001-09-19,MICH,MEXICO,2002-01-06,1665.0
602,AGG722,IA,2001-09-09,MICH,MEXICO,2002-03-07,1665.0
603,AGG732,IA,2001-09-09,MICH,MEXICO,2002-02-26,1665.0
604,ACM008,IA,2001-09-03,MICH,MEXICO,2002-03-13,1665.0
605,AGG440,IA,2001-09-02,MICH,MEXICO,2002-03-13,1665.0
606,AGG482,IA,2001-09-02,MICH,MEXICO,2002-03-08,1665.0
607,AGG346,IA,2001-09-02,MICH,MEXICO,2002-02-28,1665.0
608,AGG434,IA,2001-09-02,MICH,MEXICO,2002-02-28,1665.0
609,AGG675,IA,2001-09-02,MICH,MEXICO,2002-02-27,1665.0
610,AGG457,IA,2001-09-02,MICH,MEXICO,2002-02-26,1665.0
611,AGG240,IA,2001-09-02,MICH,MEXICO,2002-02-21,1665.0
612,AGG557,IA,2001-09-02,MICH,MEXICO,2002-01-20,1665.0
613,AGG298,IA,2001-09-02,MICH,MEXICO,2002-01-06,1665.0
614,ACL624,IA,2001-08-30,MICH,MEXICO,2002-03-13,1665.0
615,ACL655,IA,2001-08-30,MICH,MEXICO,2002-03-04,1665.0
616,ACL562,IA,2001-08-30,MICH,MEXICO,2002-02-26,1665.0
617,ACL634,IA,2001-08-30,MICH,MEXICO,2002-02-26,1665.0
618,ACL480,IA,2001-08-28,MICH,MEXICO,2002-01-31,1665.0
619,ACL525,IA,2001-08-28,MICH,MEXICO,2002-01-18,1665.0
620,ACL893,IA,2001-08-25,MICH,MEXICO,2002-02-28,1665.0
621,ACL838,IA,2001-08-25,MICH,MEXICO,2002-01-21,1665.0
622,ACL820,IA,2001-08-23,MICH,MEXICO,2002-03-13,1665.0
623,ACL816,IA,2001-08-23,MICH,MEXICO,2002-02-28,1665.0
624,ACL765,IA,2001-08-20,MICH,MEXICO,2002-02-13,1665.0
625,ACL714,IA,2001-08-19,MICH,MEXICO,2002-02-26,1665.0
626,AGN936,IA,2001-09-01,MICH,MEXICO,2002-01-11,1665.0
627,ACM165,IA,2001-09-09,MICH,MEXICO,2002-03-09,1665.0
628,ACM239,IA,2001-09-02,MICH,MEXICO,2002-02-26,1665.0
629,ACM294,IA,2001-09-02,MICH,MEXICO,2002-01-18,1665.0
630,AGP922,IL,2001-08-03,MICH,MEXICO,2002-03-03,1663.0
631,AGF099,IA,2001-09-01,MICH,MEXICO,2002-01-11,1663.0
632,AGF097,IA,2001-09-01,MICH,MEXICO,2002-03-08,1663.0
633,ADX183,SD,2001-08-29,MICH,MEXICO,2002-02-14,1662.0
634,ADX164,SD,2001-08-26,MICH,MEXICO,2002-01-11,1662.0
635,ADX159,SD,2001-08-24,MICH,MEXICO,2002-02-26,1662.0
636,AHW910,SD,2001-09-02,MICH,MEXICO,2002-02-26,1662.0
637,AHW776,SD,2001-09-02,MICH,MEXICO,2002-02-26,1662.0
638,AHW839,SD,2001-09-02,MICH,MEXICO,2002-02-20,1662.0
639,AHW840,SD,2001-09-02,MICH,MEXICO,2002-02-13,1662.0
640,AHW712,SD,2001-09-01,MICH,MEXICO,2002-02-13,1662.0
641,AHW749,SD,2001-09-01,MICH,MEXICO,2002-01-06,1662.0
642,AGL294,SD,2001-09-04,MICH,MEXICO,2002-02-16,1662.0
643,ADY486,SD,2001-09-04,MICH,MEXICO,2002-03-12,1662.0
644,ADY246,SD,2001-09-11,MICH,MEXICO,2002-03-13,1662.0
645,ADY210,SD,2001-09-09,MICH,MEXICO,2002-03-04,1662.0
646,ADY202,SD,2001-09-09,MICH,MEXICO,2002-02-26,1662.0
647,ADY157,SD,2001-09-06,MICH,MEXICO,2002-03-08,1662.0
648,ADY250,SD,2001-09-06,MICH,MEXICO,2002-02-28,1662.0
649,ADY259,SD,2001-09-06,MICH,MEXICO,2002-02-26,1662.0
650,ADY199,SD,2001-09-06,MICH,MEXICO,2002-02-13,1662.0
651,ADY414,SD,2001-09-06,MICH,MEXICO,2002-01-21,1662.0
652,ADY391,SD,2001-09-05,MICH,MEXICO,2002-03-07,1662.0
653,ADY059,SD,2001-09-04,MICH,MEXICO,2002-03-12,1662.0
654,ADY070,SD,2001-09-04,MICH,MEXICO,2002-02-28,1662.0
655,ADY101,SD,2001-09-04,MICH,MEXICO,2002-02-26,1662.0
656,AHW535,SD,2001-09-11,MICH,MEXICO,2002-02-13,1662.0
657,AHW539,SD,2001-09-11,MICH,MEXICO,2002-01-11,1662.0
658,AHW986,SD,2001-09-06,MICH,MEXICO,2002-02-27,1662.0
659,AHX856,SD,2001-09-19,MICH,MEXICO,2002-08-26,1662.0
660,AHX844,SD,2001-09-12,MICH,MEXICO,2002-02-26,1662.0
661,AHX270,SD,2001-09-08,MICH,MEXICO,2002-02-26,1662.0
662,AHX822,SD,2001-09-08,MICH,MEXICO,2002-01-11,1662.0
663,AHW401,SD,2001-09-06,MICH,MEXICO,2002-02-26,1662.0
664,AHW345,SD,2001-09-06,MICH,MEXICO,2002-02-26,1662.0
665,AHW245,SD,2001-09-06,MICH,MEXICO,2002-02-26,1662.0
666,AHW386,SD,2001-09-06,MICH,MEXICO,2002-02-13,1662.0
667,AHW219,SD,2001-09-06,MICH,MEXICO,2002-01-11,1662.0
668,AHW750,SD,2001-09-01,MICH,MEXICO,,1662.0
669,AHW626,SD,2001-09-01,MICH,MEXICO,2002-02-26,1662.0
670,AHW635,SD,2001-09-01,MICH,MEXICO,2002-02-21,1662.0
671,AHZ979,SD,2001-08-29,MICH,MEXICO,2002-02-26,1662.0
672,AHX453,SD,2001-08-29,MICH,MEXICO,2002-01-20,1662.0
673,011YM,SD,2000-09-05,MICH,MEXICO,2002-01-11,1662.0
674,AHW541,SD,2001-09-11,MICH,MEXICO,2002-03-04,1662.0
675,AHW461,SD,2001-09-06,MICH,MEXICO,2002-03-04,1662.0
676,AHX003,SD,2001-09-05,MICH,MEXICO,2002-03-12,1662.0
677,AHW310,SD,2001-09-04,MICH,MEXICO,2002-03-04,1662.0
678,AHW950,SD,2001-09-02,MICH,MEXICO,2002-03-13,1662.0
679,AHW935,SD,2001-09-02,MICH,MEXICO,2002-03-12,1662.0
680,AHW433,SD,2001-09-01,MICH,MEXICO,2002-03-12,1662.0
681,AAD300,SD,2001-09-06,MICH,MEXICO,2002-02-28,1662.0
682,AAD296,SD,2001-09-06,MICH,MEXICO,2002-01-21,1662.0
683,AAD255,SD,2001-09-05,MICH,MEXICO,2002-03-09,1662.0
684,AAD267,SD,2001-09-05,MICH,MEXICO,2002-02-21,1662.0
685,AHW427,SD,2001-09-01,MICH,MEXICO,2002-05-03,1662.0
686,AHU942,SD,2001-08-31,MICH,MEXICO,2002-02-13,1662.0
687,AHU898,SD,2001-08-29,MICH,MEXICO,2002-02-28,1662.0
688,AHU786,SD,2001-08-24,MICH,MEXICO,2002-02-21,1662.0
689,ACL343,IA,2001-08-23,MICH,MEXICO,2002-03-08,1661.0
690,AGG574,IA,2001-09-02,MICH,MEXICO,2002-03-01,1661.0
691,AGG529,IA,2001-09-02,MICH,MEXICO,2002-02-26,1661.0
692,ACL961,IA,2001-08-27,MICH,MEXICO,2002-03-06,1661.0
693,ACL969,IA,2001-08-27,MICH,MEXICO,2002-02-27,1661.0
694,ACL771,IA,2001-08-20,MICH,MEXICO,2002-01-11,1661.0
695,ACM150,IA,2001-09-09,MICH,MEXICO,2002-03-04,1661.0
696,ACM223,IA,2001-09-02,MICH,MEXICO,2002-03-04,1661.0
697,ACP778,IA,2001-09-06,MICH,MEXICO,2002-03-06,1659.0
698,ACM376,IA,2001-09-06,MICH,MEXICO,2002-03-03,1659.0
699,ACK935,IA,2001-09-10,MICH,MEXICO,2002-01-20,1659.0
700,ACK844,IA,2001-09-02,MICH,MEXICO,2002-03-12,1659.0
701,ACK791,IA,2001-08-27,MICH,MEXICO,2002-03-06,1659.0
702,AGM048,IA,2001-08-28,MICH,MEXICO,2002-03-13,1658.0
703,AGM047,IA,2001-08-28,MICH,MEXICO,2002-02-21,1658.0
704,AGM183,IA,2001-08-28,MICH,MEXICO,2002-01-11,1658.0
705,AGM261,IA,2001-08-27,MICH,MEXICO,2002-03-13,1658.0
706,AGL999,IA,2001-08-27,MICH,MEXICO,2002-03-13,1658.0
707,AGM373,IA,2001-08-27,MICH,MEXICO,2002-03-07,1658.0
708,AGL912,IA,2001-08-22,MICH,MEXICO,2002-01-11,1658.0
709,AGM327,IA,2001-08-30,MICH,MEXICO,2002-02-26,1658.0
710,AGM110,IA,2001-08-30,MICH,MEXICO,2002-02-21,1658.0
