Tag No.,Tag State,Tag Date,Report State,Report Country,Report Date,Miles
ZF028,NE,1998-09-23,Michoacán,MEXICO,1999-03-03,1481
ZF092,NE,1998-09-27,Michoacán,MEXICO,1999-04-05,1481
BN869,NE,1998-09-11,Michoacán,MEXICO,1999-02-19,1456
BN894,NE,1998-09-11,Michoacán,MEXICO,1999-02-19,1456
BN923,NE,1998-09-11,Michoacán,MEXICO,1999-02-19,1456
DK925,NE,1998-09-12,Michoacán,MEXICO,1999-02-19,1456
DL063,NE,1998-09-11,Michoacán,MEXICO,1999-02-17,1456
DP236,NE,1998-09-15,Michoacán,MEXICO,1999-02-10,1456
ED587,NE,1998-09-22,Michoacán,MEXICO,1999-03-10,1456
ED680,NE,1998-09-12,Michoacán,MEXICO,1999-02-19,1456
ED862,NE,1998-09-22,Michoacán,MEXICO,1999-02-17,1456
ED906,NE,1998-09-22,Michoacán,MEXICO,1999-02-19,1456
DG342,MO,1998-09-21,Michoacán,MEXICO,1999-03-24,1442
zy354,MO,1998-09-26,Michoacán,MEXICO,1998-12-30,1442
DH586,NE,1998-09-22,Michoacán,MEXICO,1999-04-05,1431
DH617,NE,1998-09-25,Michoacán,MEXICO,1999-03-10,1431
CF750,,1998-09-23,Michoacán,MEXICO,1998-12-30,1401
CF837,,1998-09-24,Michoacán,MEXICO,1999-02-10,1401
CF927,,1998-08-24,Michoacán,MEXICO,1999-02-17,1401
CH013,,1998-08-24,Michoacán,MEXICO,1999-02-17,1401
CF816,,1998-09-23,Michoacán,MEXICO,1999-03-10,1401
BJ476,KS,1998-09-23,Michoacán,MEXICO,1999-03-03,139S
AO454,MO,1998-10-10,Michoacán,MEXICO,1999-03-01,1391
WA279,MO,1998-09-27,Michoacán,MEXICO,1999-02-20,139C
WA479,MO,1998-10-10,Michoacán,MEXICO,1999-03-03,139C
CX103,MO,1998-10-02,Michoacán,MEXICO,1999-02-10,137S
CL293,KS,1998-09-25,Michoacán,MEXICO,1999-03-03,137E
CK890,KS,1998-09-24,Michoacán,MEXICO,1999-04-05,137E
CL200,KS,1998-09-24,Michoacán,MEXICO,1999-02-10,137E
CL627,KS,1998-09-25,Michoacán,MEXICO,1999-02-19,137E
CJ088,KS,1998-09-17,Michoacán,MEXICO,1999-04-05,137E
CJ165,KS,1998-09-17,Michoacán,MEXICO,1998-12-28,137E
CJ689,KS,1998-09-18,Michoacán,MEXICO,1999-02-10,137E
SZ875,KS,1997-09-16,Michoacán,MEXICO,1999-02-17,137E
CK592,KS,1998-09-22,Michoacán,MEXICO,1999-02-19,137E
CL468,KS,1998-09-28,Michoacán,MEXICO,1999-02-17,137E
CL654,KS,1998-09-25,Michoacán,MEXICO,1999-03-10,137E
CM107,KS,1998-10-01,Michoacán,MEXICO,1999-04-05,137E
CM155,KS,1998-10-01,Michoacán,MEXICO,1999-02-19,137E
CM158,KS,1998-10-01,Michoacán,MEXICO,1999-03-01,137E
CK724,KS,1998-09-24,Michoacán,MEXICO,1999-02-19,1375
CI781,KS,1998-09-15,Michoacán,MEXICO,1998-12-28,1375
CI828,KS,1998-09-16,Michoacán,MEXICO,1999-02-17,1375
CI877,KS,1998-09-16,Michoacán,MEXICO,1999-02-19,1375
CJ497,KS,1998-09-18,Michoacán,MEXICO,1999-03-01,1375
CK218,KS,1998-09-17,Michoacán,MEXICO,1999-03-01,1375
CK275,KS,1998-09-21,Michoacán,MEXICO,1999-02-22,1375
CK278,KS,1998-09-21,Michoacán,MEXICO,1999-02-10,1375
CL749,KS,1998-09-28,Michoacán,MEXICO,1999-02-22,1375
CL755,KS,1998-09-28,Michoacán,MEXICO,1999-02-10,1375
CL779,KS,1998-09-28,Michoacán,MEXICO,1999-02-19,1375
CL898,KS,1998-09-25,Michoacán,MEXICO,1999-02-19,1375
CK374,KS,1998-09-22,Michoacán,MEXICO,1999-02-19,1375
CJ631,KS,1998-09-18,Michoacán,MEXICO,1998-12-31,1375
YQ692,KS,1998-09-21,Michoacán,MEXICO,1999-03-01,1375
YQ921,KS,1998-09-17,Michoacán,MEXICO,1999-02-10,1375
YR052,KS,1998-09-21,Michoacán,MEXICO,1999-02-22,1375
CK392,KS,1998-09-22,Michoacán,MEXICO,1999-02-17,1375
CI735,KS,1998-09-17,Michoacán,MEXICO,1999-02-22,1375
CK152,KS,1998-09-18,Michoacán,MEXICO,1999-03-03,1375
CK701,KS,1998-09-24,Michoacán,MEXICO,1999-02-19,1375
CK804,KS,1998-09-24,Michoacán,MEXICO,1999-02-10,1375
CL501,KS,1998-09-25,Michoacán,MEXICO,1999-03-11,1375
CI850,KS,1998-09-16,Michoacán,MEXICO,1998-12-28,1375
CL430,KS,1998-09-25,Michoacán,MEXICO,1999-02-10,1375
CK000,KS,2008-09-01,Michoacán,MEXICO,1999-02-17,1375
CK610,KS,1998-09-22,Michoacán,MEXICO,1999-04-05,1375
CL015,KS,2008-09-01,Michoacán,MEXICO,1999-02-19,1375
TC551,KS,1997-09-17,Michoacán,MEXICO,1999-04-05,1374
XM260,KS,1998-10-11,Michoacán,MEXICO,1999-03-10,1374
RQ713,KS,1997-09-22,Michoacán,MEXICO,1999-02-17,1371
XG260,KS,1998-09-24,Michoacán,MEXICO,1999-02-10,1371
XG316,KS,1998-09-24,Michoacán,MEXICO,1999-01-25,1371
CP440,KS,1998-10-02,Michoacán,MEXICO,1999-02-19,1371
EE056,KS,1998-09-26,Michoacán,MEXICO,1999-04-05,1371
EE073,KS,1998-09-29,Michoacán,MEXICO,1999-02-10,1371
EE152,KS,1998-09-30,Michoacán,MEXICO,1999-02-20,1371
EE250,KS,1998-10-09,Michoacán,MEXICO,1999-03-01,1371
EE258,KS,1998-09-09,Michoacán,MEXICO,1999-02-19,1371
EE674,KS,1998-09-29,Michoacán,MEXICO,1999-03-10,1371
EE678,KS,1998-09-29,Michoacán,MEXICO,1999-03-10,1371
EE699,KS,1998-09-29,Michoacán,MEXICO,1999-03-10,1371
EE793,KS,1998-09-30,Michoacán,MEXICO,1999-03-10,1371
EA324,KS,1998-09-28,Michoacán,MEXICO,1999-02-17,1371
YQ438,KS,1998-09-28,Michoacán,MEXICO,1999-02-20,1371
BJ840,KS,1998-09-08,Michoacán,MEXICO,1999-02-17,1371
BJ913,KS,1998-09-17,Michoacán,MEXICO,1999-02-17,1371
XG150,KS,1998-09-11,Michoacán,MEXICO,1999-03-03,1370
AY928,KS,1998-09-05,Michoacán,MEXICO,1999-02-17,1370
SW8561,KS,1997-09-15,Michoacán,MEXICO,1999-02-17,1370
YQ055,KS,1998-09-26,Michoacán,MEXICO,1999-03-10,1370
YQ157,KS,1998-09-26,Michoacán,MEXICO,1999-03-03,1370
YQ198,KS,1998-09-26,Michoacán,MEXICO,1999-02-17,1370
BH391,KS,1998-09-20,Michoacán,MEXICO,1999-04-05,1370
XFll0,KS,1998-09-24,Michoacán,MEXICO,1999-02-10,1370
XM992,,1998-09-27,Michoacán,MEXICO,1999-04-05,1370
CE466,,1998-09-21,Michoacán,MEXICO,1999-04-05,1370
CE470,,1998-09-21,Michoacán,MEXICO,1999-02-22,1370
CE514,,1998-09-23,Michoacán,MEXICO,1999-02-10,1370
CE754,,1998-10-01,Michoacán,MEXICO,1999-03-10,1370
CE841,,1998-10-01,Michoacán,MEXICO,1999-03-01,1370
BJ217,KS,1998-09-26,Michoacán,MEXICO,1999-02-17,1359
EB214,KS,1998-09-30,Michoacán,MEXICO,1999-03-03,1353
BN170,KS,1998-09-24,Michoacán,MEXICO,1999-02-19,1345
YR892,KS,1998-09-23,Michoacán,MEXICO,1999-03-03,1345
YR939,KS,1998-09-22,Michoacán,MEXICO,1999-02-22,1345
YT667,KS,1998-10-05,Michoacán,MEXICO,1999-02-22,1345
YT686,KS,1998-09-06,Michoacán,MEXICO,1999-03-03,1345
AJ313,KS,1995-09-25,Michoacán,MEXICO,1996-02-17,1340
CQ977,KS,1998-09-21,Michoacán,MEXICO,1999-02-17,1338
CR013,KS,1998-09-21,Michoacán,MEXICO,1999-02-19,1338
CR242,KS,1998-09-24,Michoacán,MEXICO,1999-02-19,1338
YR231,,1998-09-15,Michoacán,MEXICO,1999-03-10,1335
YU858,,1998-09-21,Michoacán,MEXICO,1999-02-17,1335
YU162,,1998-09-21,Michoacán,MEXICO,1999-03-03,1335
YR835,,1998-09-21,Michoacán,MEXICO,1999-02-22,1335
YU499,,1998-09-29,Michoacán,MEXICO,1999-02-19,1335
YR581,,1998-09-28,Michoacán,MEXICO,1999-02-17,1335
RF266,,1997-09-13,Michoacán,MEXICO,1999-02-17,1335
YR238,,1998-09-15,Michoacán,MEXICO,1999-03-03,1335
YU158,,1998-09-16,Michoacán,MEXICO,1999-02-10,1335
YU386,,1998-09-29,Michoacán,MEXICO,1999-02-20,1335
YR553,,1998-09-27,Michoacán,MEXICO,1999-03-01,1335
YW037,,1998-09-28,Michoacán,MEXICO,1999-02-19,1335
YR409,,1998-09-20,Michoacán,MEXICO,1999-03-24,1335
XR081,KS,1998-09-19,Michoacán,MEXICO,1999-04-05,1326
BZ209,KS,1998-09-22,Michoacán,MEXICO,1998-12-31,1322
BX495,KS,1998-09-29,Michoacán,MEXICO,1999-02-10,1322
BX533,KS,1998-10-05,Michoacán,MEXICO,1999-02-17,1322
XR208,KS,1998-10-07,Michoacán,MEXICO,1999-02-10,1322
EP914,KS,1998-10-01,Michoacán,MEXICO,1999-03-03,1321
ZB728,KS,2008-09-01,Michoacán,MEXICO,1999-03-01,1321
ZB731,KS,2008-09-01,Michoacán,MEXICO,1999-03-10,1321
XW168,,1998-09-17,Michoacán,MEXICO,1999-02-10,1310
XW181,,1998-09-17,Michoacán,MEXICO,1999-02-17,1310
EB829,KS,1998-10-03,Michoacán,MEXICO,1999-04-05,1308
EB836,KS,1998-10-04,Michoacán,MEXICO,1999-02-19,1308
EB845,KS,1998-10-04,Michoacán,MEXICO,1999-03-01,1308
DT746,KS,1998-09-28,Michoacán,MEXICO,1999-03-10,1307
CQ166,KS,1998-09-18,Michoacán,MEXICO,1999-02-22,1307
CQ167,KS,1998-09-18,Michoacán,MEXICO,1999-02-19,1307
CR317,KS,1998-09-19,Michoacán,MEXICO,1999-02-20,1307
CR427,KS,1998-09-23,Michoacán,MEXICO,1999-02-17,1307
CR505,KS,1998-09-19,Michoacán,MEXICO,1999-02-10,1307
CR521,KS,1998-09-19,Michoacán,MEXICO,1999-01-27,1307
AU889,KS,1998-09-17,Michoacán,MEXICO,1998-12-28,1307
AW038,KS,1998-09-21,Michoacán,MEXICO,1999-02-17,1307
EG569,KS,1998-09-24,Michoacán,MEXICO,1999-03-03,1307
BQ881,,1998-09-29,Michoacán,MEXICO,1999-02-17,1304
BK638,KS,1998-09-16,Michoacán,MEXICO,1999-02-10,1301
EG675,KS,1998-09-18,Michoacán,MEXICO,1999-03-01,1301
BK681,KS,1998-09-17,Michoacán,MEXICO,1999-03-03,1301
EL753,KS,1998-09-28,Michoacán,MEXICO,1999-04-05,1301
BK356,KS,1998-09-15,Michoacán,MEXICO,1999-02-17,1301
BK174,KS,1998-09-19,Michoacán,MEXICO,1999-03-01,1301
EL486,KS,1998-09-26,Michoacán,MEXICO,1999-02-17,1301
EL411,KS,1998-09-22,Michoacán,MEXICO,1999-03-03,1301
EL316,KS,1998-09-24,Michoacán,MEXICO,1999-02-10,1301
EL292,KS,1998-09-27,Michoacán,MEXICO,1999-02-22,1301
EL951,KS,1998-09-24,Michoacán,MEXICO,1999-03-01,1301
CI310,KS,1998-09-18,Michoacán,MEXICO,1999-02-17,1297
EC036,KS,1998-09-29,Michoacán,MEXICO,1999-03-11,1297
EC080,KS,1998-09-29,Michoacán,MEXICO,1999-02-10,1297
EC191,KS,1998-09-29,Michoacán,MEXICO,1999-03-11,1297
CG196,KS,1998-09-16,Michoacán,MEXICO,1998-12-28,1297
CG352,KS,1998-09-17,Michoacán,MEXICO,1998-12-30,1297
CG365,KS,1998-09-17,Michoacán,MEXICO,1999-02-10,1297
EC728,KS,1998-09-30,Michoacán,MEXICO,1999-02-19,1297
EC860,KS,1998-09-29,Michoacán,MEXICO,1999-02-20,1297
CI578,KS,1998-09-21,Michoacán,MEXICO,1999-04-05,1297
CI557,KS,1998-09-21,Michoacán,MEXICO,1999-03-10,1297
ED220,KS,1998-09-29,Michoacán,MEXICO,1999-02-10,1297
CF972,KS,1998-09-21,Michoacán,MEXICO,1999-02-17,1297
CI567,KS,1998-09-21,Michoacán,MEXICO,1999-03-24,1297
CI672,KS,1998-09-21,Michoacán,MEXICO,1999-03-24,1297
CI685,KS,1998-09-21,Michoacán,MEXICO,1999-02-19,1297
AS384,KS,1998-09-15,Michoacán,MEXICO,1999-02-19,1293
AS405,KS,1998-09-15,Michoacán,MEXICO,1998-12-28,1293
AU619,KS,1998-09-16,Michoacán,MEXICO,1999-04-05,1293
AU705,KS,1998-09-17,Michoacán,MEXICO,1999-02-19,1293
DU937,KS,1998-09-23,Michoacán,MEXICO,1999-03-10,1293
DW102,KS,1998-09-21,Michoacán,MEXICO,1998-12-28,1293
EN217,KS,1998-09-27,Michoacán,MEXICO,1999-03-10,1293
EN236,KS,1998-09-27,Michoacán,MEXICO,1999-02-10,1293
EN269,KS,1998-09-27,Michoacán,MEXICO,1999-02-20,1293
EN282,KS,1998-09-27,Michoacán,MEXICO,1999-03-01,1293
BQ941,KS,1998-09-17,Michoacán,MEXICO,1999-02-22,1293
BQ985,KS,1998-09-17,Michoacán,MEXICO,1999-04-05,1293
DU968,KS,1998-09-23,Michoacán,MEXICO,1999-02-20,1293
DU979,KS,1998-09-23,Michoacán,MEXICO,1999-02-19,1293
YR161,KS,1998-09-26,Michoacán,MEXICO,1999-02-17,1291
EH506,KS,1998-09-26,Michoacán,MEXICO,1999-02-17,1285
DQ466,KS,1998-09-19,Michoacán,MEXICO,1999-02-19,1285
BX683,KS,1998-09-17,Michoacán,MEXICO,1999-03-03,1276
BZ263,KS,1998-09-18,Michoacán,MEXICO,1999-04-05,1276
ZN678,KS,1998-09-18,Michoacán,MEXICO,1999-02-19,1276
AP281,KS,1998-09-24,Michoacán,MEXICO,1999-02-19,1276
AP134,KS,1998-09-19,Michoacán,MEXICO,1998-12-28,1274
DO279,,1998-09-23,Michoacán,MEXICO,1999-03-10,1265
DO286,,1998-09-23,Michoacán,MEXICO,1999-02-17,1265
CD533,,1998-10-05,Michoacán,MEXICO,1999-02-17,1265
CD560,,1998-10-07,Michoacán,MEXICO,1999-03-11,1265
CD679,,1998-09-27,Michoacán,MEXICO,1999-03-10,1265
BL165,KS,1998-09-16,Michoacán,MEXICO,1999-04-05,1263
XZ531,KS,1998-09-28,Michoacán,MEXICO,1999-02-22,1263
XZ934,KS,1998-09-15,Michoacán,MEXICO,1999-02-10,1263
CQ501,KS,1998-09-26,Michoacán,MEXICO,1999-03-01,1263
ZO382,KS,1998-09-23,Michoacán,MEXICO,1999-02-17,1263
DP828,KS,1996-09-21,Michoacán,MEXICO,1998-12-15,1263
ZB298,KS,1998-09-28,Michoacán,MEXICO,1999-03-11,1263
ZB347,KS,1998-09-28,Michoacán,MEXICO,1999-03-03,1263
EO292,KS,1998-09-29,Michoacán,MEXICO,1999-03-11,1263
EO305,KS,1998-09-28,Michoacán,MEXICO,1999-02-22,1263
EP697,KS,1998-10-01,Michoacán,MEXICO,1999-03-01,1263
EP740,KS,1998-10-01,Michoacán,MEXICO,1999-03-10,1263
DK264,KS,1998-09-30,Michoacán,MEXICO,1999-04-05,1263
DK273,KS,1998-09-30,Michoacán,MEXICO,1999-02-20,1263
XT805,KS,1998-09-28,Michoacán,MEXICO,1999-02-22,1259
CH834,KS,1998-09-24,Michoacán,MEXICO,1999-02-22,1254
CH933,KS,1998-09-22,Michoacán,MEXICO,1999-03-01,1254
XT852,KS,1998-09-30,Michoacán,MEXICO,1999-04-05,1252
DY436,KS,1998-09-24,Michoacán,MEXICO,1999-02-17,1252
DY465,KS,1998-09-26,Michoacán,MEXICO,1999-03-01,1252
DY469,KS,1998-09-26,Michoacán,MEXICO,1999-02-22,1252
EP671,KS,1998-10-06,Michoacán,MEXICO,1999-02-10,1252
XW389,KS,1998-09-17,Michoacán,MEXICO,1999-02-10,1252
EA253,KS,1998-09-29,Michoacán,MEXICO,1999-04-05,1246
XS207,KS,1998-10-03,Michoacán,MEXICO,1999-03-10,1234
AK463,FL,1998-10-24,Michoacán,MEXICO,1999-02-10,1232
CP827,KS,1998-09-23,Michoacán,MEXICO,1999-02-22,1231
BR096,,1998-09-25,Michoacán,MEXICO,1999-03-01,1220
ES991,,1998-10-05,Michoacán,MEXICO,1999-03-03,1220
BR342,,1998-10-01,Michoacán,MEXICO,1999-03-24,1220
DR498,,1998-10-08,Michoacán,MEXICO,1999-02-22,1162
AZ307,,1998-10-08,Michoacán,MEXICO,1999-03-01,1136
UT680,OK,1998-09-26,Michoacán,MEXICO,1999-02-22,1112
HV669,OK,1996-10-04,Michoacán,MEXICO,1997-01-01,1111
ZK455,OK,1998-10-12,Michoacán,MEXICO,1999-02-19,1111
ZK457,OK,1998-10-12,Michoacán,MEXICO,1998-12-31,1111
ZK478,OK,1998-10-15,Michoacán,MEXICO,1999-03-01,1111
AS598,OK,1998-10-13,Michoacán,MEXICO,1999-03-24,1110
BE132,OK,1998-10-14,Michoacán,MEXICO,1999-03-10,1110
ZH768,OK,1998-10-06,Michoacán,MEXICO,1999-02-22,1110
ZH843,OK,1998-10-07,Michoacán,MEXICO,1999-03-10,1110
ZH984,OK,1998-10-08,Michoacán,MEXICO,1999-02-10,1110
ZI015,OK,1998-10-08,Michoacán,MEXICO,1999-02-22,1110
BE229,OK,1998-10-12,Michoacán,MEXICO,1999-03-13,1110
BL828,OK,1998-10-08,Michoacán,MEXICO,1998-12-28,1110
BL833,OK,1998-10-08,Michoacán,MEXICO,1999-02-17,1110
BM033,OK,1998-10-09,Michoacán,MEXICO,1998-12-12,1110
BM121,OK,1998-10-09,Michoacán,MEXICO,1999-02-19,1110
BD183,OK,1998-10-12,Michoacán,MEXICO,1999-02-19,1110
BD229,OK,1998-10-12,Michoacán,MEXICO,1999-03-10,1110
BE515,OK,1998-10-07,Michoacán,MEXICO,1999-02-19,1110
BB098,OK,1998-10-09,Michoacán,MEXICO,1999-03-03,1110
BBlll,OK,1998-10-08,Michoacán,MEXICO,1999-02-17,1110
BB118,OK,1998-10-08,Michoacán,MEXICO,1999-02-22,1110
BB604,OK,1998-10-08,Michoacán,MEXICO,1999-02-17,1110
BB838,OK,1998-10-08,Michoacán,MEXICO,1999-02-22,1110
BC405,OK,1998-10-11,Michoacán,MEXICO,1999-02-10,1110
QL472,OK,1997-10-07,Michoacán,MEXICO,1999-03-10,1110
BC510,OK,1998-10-13,Michoacán,MEXICO,1999-02-19,1110
BC552,OK,1998-10-13,Michoacán,MEXICO,1999-02-19,1110
AX277,OK,1998-10-08,Michoacán,MEXICO,1999-03-01,1110
DK548,AR,1998-10-11,Michoacán,MEXICO,1999-03-01,1096
DK600,AR,1998-10-15,Michoacán,MEXICO,1999-03-03,1096
ZG854,OK,1998-10-08,Michoacán,MEXICO,1998-12-28,1095
