Tag No.,Tag State,Tag Date,Report State,Report Country,Report Date,Miles
524OB,MX,1999-10-27,Michoacán,MEXICO,2000-05-01,416.0
648OB,MX,1999-10-28,Michoacán,MEXICO,2000-01-28,416.0
358LL,MX,1999-10-28,Michoacán,MEXICO,2000-03-01,416.0
362LL,MX,1999-10-28,Michoacán,MEXICO,2000-05-01,416.0
385NW,MX,1999-10-29,Michoacán,MEXICO,2000-01-09,416.0
396NW,MX,,Michoacán,MEXICO,2000-03-08,416.0
930MW,QUE,1999-09-04,RI,USA,1999-09-22,378.0
599KE,ME,1999-08-25,PA,USA,1999-09-06,343.0
507KK,QUE,1999-09-12,CT,USA,1999-10-26,267.0
049LC,MN,1999-08-31,WI,USA,1999-09-20,243.0
538NR,WV,,NC,USA,1999-10-02,241.0
588JQ,PA,1999-09-26,VA,USA,1999-10-05,216.0
391GY,PA,,Michoacán,MEXICO,2000-01-28,206.0
250KD,MA,1999-09-24,NY,USA,1999-10-01,196.0
993GS,NY,1999-09-22,PA,USA,1999-10-13,192.0
535FJ,MN,1999-10-06,WI,USA,1999-10-06,189.0
490OL,SC,1999-10-22,GA,USA,1999-11-06,189.0
142OE,WI,1999-10-02,IL,USA,1999-10-11,172.0
598GM,NH,1999-09-14,NY,USA,1999-09-26,171.0
381GP,CT,1999-09-25,NJ,USA,1999-10-04,160.0
265MN,OK,1999-09-24,Michoacán,MEXICO,2000-01-11,159.0
820HF,OH,1999-08-17,OH,USA,1999-08-27,150.0
962LM,NY,1999-09-02,NJ,USA,1999-09-28,147.0
412GQ,NJ,1999-09-20,VA,USA,1999-09-23,126.0
310JW,MN,1999-09-04,IA,USA,1999-09-14,111.0
615MS,MA,1999-09-23,NY,USA,1999-09-26,110.0
143LA,VT,1999-09-08,NY,USA,1999-09-13,90.0
113OM,NY,1999-10-15,NY,USA,1999-10-30,83.0
642MA,QUE,1999-09-22,VT,USA,1999-10-10,82.0
060ON,NY,1999-09-27,NY,USA,1999-10-01,81.0
126NT,MA,1999-10-06,MA,USA,1999-10-09,59.0
DJ123,SC,1999-10-28,SC,USA,1999-11-08,48.0
782JR,IL,1999-09-08,IL,USA,1999-09-09,42.0
565IW,PA,1999-09-29,MD,USA,1999-10-04,41.0
518JF,CT,1999-09-19,CT,USA,1999-09-25,39.0
238HI,MI,1999-09-07,MI,USA,1999-09-12,32.0
178KY,IN,1999-09-06,IN,USA,1999-09-09,27.0
537HF,OH,1999-09-27,OH,USA,1999-09-29,19.0
UY644,PA,1999-06-03,PA,USA,1999-09-06,16.0
650GN,CT,1999-09-05,CT,USA,1999-09-09,16.0
240GO,NJ,1999-08-18,NJ,USA,1999-08-20,14.0
338KD,MA,,MA,USA,1999-10-23,13.0
930GG,ONT,1999-08-18,ONT,USA,1999-11-11,13.0
055GH,ONT,1999-08-29,ONT,USA,1999-09-05,13.0
915NW,FL,2000-01-09,FL,USA,2000-03-18,12.0
481GP,NJ,1999-08-13,NJ,USA,1999-08-14,11.0
427HD,FL,2000-03-29,FL,USA,2000-04-11,11.0
288MJ,PA,1999-09-28,PA,USA,1999-10-02,10.0
EW777,TX,,MEXICO,MEXICO,2000-01-20,
QN937,TX,,Michoacán,MEXICO,2000-01-26,
565LD,,,Michoacán,MEXICO,2000-01-26,
806FW,,,Michoacán,MEXICO,2000-01-28,
690MT,,,Michoacán,MEXICO,2000-03-01,
176FK,MN,,Michoacán,MEXICO,2000-01-14,
015MH,KS,,Michoacán,MEXICO,2000-03-25,
040FI,MN,,Michoacán,MEXICO,2000-02-01,
999KE,ONT,,Michoacán,MEXICO,2000-02-01,
MS181,MN,,Michoacán,MEXICO,2000-02-25,
312FS,MN,,Michoacán,MEXICO,2000-02-01,
363FS,MN,,Michoacán,MEXICO,2000-02-01,
BL614,OK,,Michoacán,MEXICO,2000-01-26,
947LG,AR,1999-09-30,Michoacán,MEXICO,2000-01-26,1098.0
859LN,AR,,Michoacán,MEXICO,2000-01-28,1098.0
854FP,MN,,Michoacán,MEXICO,2000-01-28,
678NG,MO,1999-10-01,Michoacán,MEXICO,2000-02-01,1367.0
177JJ,MI,,Michoacán,MEXICO,2000-01-11,
008JJ,MI,,Michoacán,MEXICO,2000-02-21,
937JI,MI,,Michoacán,MEXICO,2000-02-01,
211JJ,MI,,Michoacán,MEXICO,2000-03-10,
690MX,KS,,Michoacán,MEXICO,2000-01-09,
DA380,MD,,Michoacán,MEXICO,2000-02-21,
EQ861,TX,,Michoacán,MEXICO,2000-02-21,
EW733,TX,,Michoacán,MEXICO,2000-03-02,
353IS,TX,,Michoacán,MEXICO,2000-05-01,
347FR,MN,,Michoacán,MEXICO,2000-05-01,
253FS,MN,,Michoacán,MEXICO,2000-05-01,
909JX,WI,,MEXICO,MEXICO,2000-03-03,
JH719,VA,,MEXICO,MEXICO,2000-03-03,
019OF,NY,,FL,USA,1999-11-11,
YK824,MN,,MN,USA,1999-08-29,
376FS,MN,,MN,USA,1999-10-01,
283FS,MN,,MN,USA,1999-10-08,
005FM,MN,,MN,USA,1999-10-21,
269FF,MN,,MN,USA,1999-10-15,
622FQ,MN,,MN,USA,1999-10-02,
232FR,MN,,MN,USA,1999-10-04,
457FR,MN,,MN,USA,1999-10-09,
AJ144,MN,,MN,USA,1999-09-16,
MS538,,,MA,USA,1999-09-16,
AB106,,,WI,USA,1999-09-22,
597NJ,WI,,WI,USA,1999-09-17,
034GA,MI,,MI,USA,1999-08-24,
914LB,NY,,NY,USA,1999-10-15,
754MK,KS,,KS,USA,1999-10-10,
